angle;X;Y
-1.952959450424630745e+02;0;1
4.794257881376545072e+00;1;1
2.067791337727056202e+02;0;1
-1.956285504724919235e+02;1;1
3.969115113898672007e+02;0;1
-1.459783398114329316e+02;0;1
2.896601508688502804e+02;1;0
-3.149691984175477160e+02;0;1
1.659813995102972228e+02;1;1
1.766583711242974459e+02;0;1
1.516143564201391598e+02;1;0
5.196557922766427851e+01;0;1
-2.242620341747835369e+02;0;1
3.824352942407418823e+02;0;1
8.009485448805442331e+01;1;1
-3.271884678720693387e+02;0;1
3.266971661150604405e+02;1;0
1.160216388951366469e+02;1;0
-1.501601130794904009e+02;0;1
-3.205636198448165715e+02;0;1
2.933805079767110442e+02;1;0
1.916798710717234258e+02;1;0
2.832035988475615795e+02;1;0
1.504254286978385835e+02;1;0
2.921152417047148333e+02;1;0
2.371012276299493919e+02;0;1
-2.460604496520303144e+02;1;0
5.037910145834616742e+02;1;0
6.933374666143080844e+01;1;0
-3.161480279876337818e+02;0;1
3.433007893923572738e+02;1;0
3.544209306763555105e+02;1;0
-1.284087499367968235e+02;0;1
1.914144932575247537e+02;1;0
-1.409664192843651733e+02;0;1
-3.533884467853436036e+02;1;0
-1.110883288846420811e+02;0;1
1.651972989063105501e+02;0;1
4.222808042525888368e+02;0;1
-2.446456582551772385e+01;1;1
-1.832415050545649819e+02;0;1
4.283936239216874355e+02;0;1
-1.624011733966617044e+01;0;1
-1.910324233504906886e+02;1;1
4.909881278088643057e+02;1;1
2.319812547395103195e+02;0;1
-2.235586340288613485e+02;1;0
-4.153804681866949977e+01;1;0
4.679428225718270937e+02;1;0
2.805097091967612499e+01;0;1
3.692892520903646414e+02;0;1
4.977037814767360260e+02;1;0
-1.314896171242916694e+02;0;1
-2.831339349094620843e+02;1;0
3.801685340447943418e+02;0;1
4.621330800322870118e+02;0;1
-6.538982146166536324e+01;1;0
2.090989476236388782e+02;1;1
-6.180598772014150200e+00;1;1
2.714745117068833338e+02;0;1
1.741895792455533751e+02;1;0
4.968828288132973512e+02;1;0
5.225648010321668835e+02;1;0
-2.602778876081424073e+02;1;1
5.277786946352186987e+02;1;1
-2.171954502751821963e+02;1;0
2.935333597551378944e+02;1;1
-2.266222853976299518e+02;1;0
1.358631737339044321e+01;0;1
-2.748534789667030509e+01;1;0
5.327040352916508255e+02;1;0
4.593900536927972098e+02;1;0
-7.501397162581352518e+01;1;1
-1.220801948076443892e+02;0;1
1.400864637315268055e+02;1;0
-1.747754831770571400e+02;0;1
-6.545134588827532696e+01;1;0
4.888309915035582662e+02;1;1
8.597133615867116418e+01;1;0
4.542371430444749194e+02;1;0
3.203303957123345072e+02;1;0
-1.777550764910442922e+02;0;1
2.131689541344192094e+02;0;1
1.780695507523947754e+02;0;1
1.260458443956835772e+01;1;0
-4.402838877552142094e-01;0;1
1.182170013415206569e+02;1;1
-3.321554866161226869e+02;0;1
4.930211881434845509e+02;1;1
-2.977056371566226289e+01;1;0
3.242301263691585689e+01;1;1
3.953588942765684351e+02;0;1
-2.428008393578230368e+02;0;1
2.678502985355579824e+01;0;1
-2.000558844782775338e+02;1;0
3.630955385198070076e+02;0;1
-1.356325269793933330e+02;0;1
3.982329087603190487e+02;1;1
1.419550145227975406e+02;1;0
-2.193241627161536940e+02;1;0
-2.649116123630201969e+01;1;0
4.445303235031919940e+02;0;1
-8.078404603109167681e+01;1;0
-2.881164186042823872e+02;1;0
3.935660670917237525e+01;0;1
1.379806795003517550e+02;1;0
-3.423528902056725087e+01;1;0
1.372363563632187606e+02;1;0
2.185979934034640166e+02;0;1
2.331870527926113539e+02;0;1
-3.009767590796373042e+02;0;1
2.940887141255524853e+02;0;1
4.865305596098693286e+02;1;0
3.721291188094771769e+02;0;1
-5.493373249458294083e+01;1;0
9.970922948339962488e+01;1;1
-2.289786469893214758e+02;1;0
-1.283162387952837094e+02;0;1
-2.298875745107536943e+02;1;0
4.197922659023738845e+01;0;1
-5.250275048455374360e+01;1;0
-2.459430725030614440e+02;1;1
5.374978824091201659e+02;1;0
3.427358621174253130e+02;1;0
-3.776862147261959990e+01;1;1
-1.554051029991459814e+02;0;1
-3.182965673289395454e+02;0;1
2.123460361124744225e+02;0;1
7.547429285498148488e+01;0;1
7.398002231574379550e+01;1;1
2.898992069755402099e+02;1;0
-2.633433237209463300e+02;1;0
3.453704172250231750e+02;1;0
-1.596174621749546247e+02;1;0
-3.317716750471885803e+02;0;1
-9.664118393106093663e+00;1;1
1.534554672849250210e+02;1;0
4.854648408391095700e+02;1;0
2.229324160876425935e+02;0;1
-2.244370546257572414e+02;1;1
-2.568336884489789895e+02;0;1
-7.114371283355795583e+01;0;1
1.402633464620732298e+02;1;0
3.340757336957786947e+02;1;0
3.711729990723414403e+02;0;1
1.586613646871674348e+02;0;1
3.627906834235196243e+02;1;0
-2.874228162808060461e+02;1;1
2.188659563527472756e+02;0;1
-2.011381386641079416e+02;1;0
4.318274114675491546e+02;1;1
-1.322987590047281117e+02;0;1
-3.153004126467607193e+01;1;0
5.047911073633254375e+01;0;1
2.797627623637537226e+02;1;0
1.960969041367910393e+02;0;1
4.165011222831508917e+02;0;1
3.543136973494809467e+02;0;1
3.188808170267179776e+02;1;0
-3.400007397038907584e+02;0;1
-3.586599995850564255e+02;0;1
2.893881878128885319e+02;1;0
1.550070879253645444e+02;1;0
-1.361596450738769306e+02;0;1
1.225534840934129619e+02;1;1
3.597732297143500091e+01;1;0
3.657977999064787582e+02;0;1
3.472431538387576211e+02;1;0
1.840561242321616362e+02;0;1
-6.969327049179280209e+01;1;0
-1.781757192227287590e+02;1;1
2.223586282088653832e+02;0;1
3.126854950452268440e+02;1;0
-1.634161193263367409e+02;0;1
-1.485288956961246356e+02;0;1
3.531250033168562936e+02;0;1
-3.907844387750239434e+01;1;0
-3.412519172214558694e+01;1;0
1.416790833196851906e+02;1;0
5.031437783806647417e+02;0;1
5.320882696550740576e+01;0;1
1.721218654255648346e+02;0;1
4.254309529083366783e+02;0;1
-1.946879841066017320e+02;1;0
2.838473541675764977e+02;1;0
4.781581445199976343e+01;0;1
-2.145708112308224713e+02;1;0
1.120765614160150960e+02;1;0
-2.082159265276290512e+02;1;0
-1.051754025885038715e+02;1;0
4.342801583244465746e+02;0;1
2.367781496751756833e+02;0;1
-8.669240440802509795e+01;0;1
-3.206636694860569605e+02;0;1
-2.600249605367889671e+02;1;0
4.357474369924276516e+02;0;1
1.564964830748794498e+02;1;0
2.129483690935993820e+02;0;1
-2.478058183138124377e+02;0;1
1.143720962086675002e+02;1;0
1.494296548377348017e+02;1;0
8.569785588757127925e+01;0;1
1.077452819250381992e+02;1;0
-3.440272684199184710e+02;1;1
2.265629781495861153e+02;0;1
4.690448337529836635e+02;1;0
2.253561339018561114e+02;0;1
-2.364487034599088702e+02;1;0
-2.673194090020290332e+02;0;1
2.488249551667243509e+02;1;0
-2.044764258215360542e+01;1;0
5.995517134146358984e+01;1;1
4.211173529903998087e+02;1;1
4.726783635795077743e+01;1;1
-5.072945426044285000e+01;1;1
4.648380511891735978e+02;0;1
5.191721567296098101e+02;1;0
-1.841326979757222944e+02;0;1
4.667491629022075017e+02;1;0
2.170239093074457060e+02;0;1
3.899127039992963546e+02;0;1
-6.267515169583023749e+01;1;0
-8.828269485515824044e+01;1;0
-4.547057402822130712e+01;1;0
-3.041948737461236192e+02;0;1
2.104557793729748028e+02;0;1
-4.208860245513602649e+01;1;0
3.089271278982768081e+02;1;0
-2.160264925292291309e+02;1;1
7.244269252901310097e+01;1;1
3.569756411414446120e+02;1;0
-1.162070660542007943e+02;0;1
1.516305735478358940e+02;1;0
1.029831047162949176e+02;0;1
3.204949248532659567e+02;1;0
-2.798676445841654754e+02;0;1
9.559996734066123736e+01;0;1
-9.962881589895346224e+00;0;1
1.283912785317993439e+02;1;0
-3.278518382813466587e+02;1;1
-1.816950830174292264e+02;1;0
4.724163044008732868e+02;1;0
4.914325013315109345e+02;1;0
1.823079576227004566e+02;1;0
1.208747317951843172e+02;1;0
2.448011236961239092e+02;0;1
4.517985476476627582e+02;0;1
-1.216408142255841653e+02;1;1
1.883911361706663286e+02;1;0
-2.812618998448505181e+02;1;0
3.951158056748058698e+02;1;1
5.104331415811072930e+02;0;1
1.798268374902794164e+02;1;1
-4.377218251227546375e+01;1;1
3.159609254604067701e+02;1;0
-1.870007051760632066e+02;1;0
5.335316699412319394e+02;1;1
8.888341668822189945e+01;1;1
-2.340337671809780318e+01;0;1
1.050330187463547986e+02;1;1
-1.219323508769717535e+02;0;1
2.461810808566663411e+02;0;1
4.335673448152388119e+02;1;0
1.184971652113497242e+02;1;1
3.614241043527130728e+02;1;0
-1.602613552843016009e+02;0;1
-3.493837828427309091e+02;1;0
3.191020849239938570e+02;1;1
3.311020412738308778e+02;1;0
3.742463014572221027e+02;1;1
-2.509154986137330354e+02;1;0
3.398957179396850279e+02;0;1
-3.064895610269707618e+02;1;1
4.883976054544677936e+02;1;0
3.605316533144210212e+02;1;0
3.736397115752481000e+02;0;1
-1.621674005501773763e+00;1;0
-2.243535516733476243e+01;1;0
-2.269927005370573738e+02;1;0
3.617315401639438619e+02;0;1
1.972529817565906285e+02;1;0
-1.034613746954355520e+02;1;0
7.954954275102647898e+01;0;1
1.658477915365791375e+02;0;1
4.851273253035705579e+01;0;1
4.118264327803195783e+02;0;1
5.281472266632813444e+02;1;0
-1.954643570509254005e+02;1;0
1.051585666070604361e+02;1;0
-2.575983323707845898e+02;1;0
2.239295570239855238e+02;0;1
1.213422350707260620e+02;1;1
8.493257732041394092e+01;0;1
-8.835786631713811801e+01;0;1
-3.025698853078690149e+02;0;1
-2.165228933105988176e+02;1;0
-2.595449559790448575e+02;1;0
1.124538038476371611e+02;1;1
4.351936038123619710e+02;0;1
4.044246125408357670e+02;0;1
1.835526198086962069e+01;0;1
2.190557847381304555e+02;0;1
4.069835985981686122e+02;0;1
1.044776662684407000e+02;1;0
3.127066355602151475e+02;1;0
1.849129622175698557e+02;0;1
-1.711684704683111988e+02;1;0
-1.169740295888025230e+02;0;1
-2.280322154661949412e+02;1;1
5.455571659978046029e+01;0;1
4.851432052813301539e+02;1;0
4.168748475587753433e+02;0;1
-2.939010163943545990e+02;0;1
1.545634237806330873e+02;1;0
-2.070712259004301075e+02;1;0
1.077458987221617406e+02;1;0
5.064455375869862337e+02;1;0
2.649840881118277593e+02;1;0
2.959180182135862651e+02;1;0
4.147346902142618319e+02;0;1
1.633429405628215818e+02;1;0
-3.273484602804061296e+02;1;0
4.417536405135164301e+01;0;1
-8.228915423484920666e+01;1;0
-3.254282014468491298e+02;0;1
4.776807117427522940e+02;1;0
-1.706687341684251180e+02;1;1
-3.186482749536284587e+02;0;1
-2.833832342165438263e+02;0;1
1.620227311128046495e+02;0;1
-7.618686078456347843e+01;1;0
2.500147574282975143e+02;1;1
2.507333867669879908e+02;0;1
4.179953346024684038e+02;0;1
3.851268869957436891e+02;0;1
3.072039900453220298e+02;1;0
-2.813994747959739584e+02;1;0
-4.828382908636822890e+01;1;0
3.195373170070341189e+02;1;0
-1.009285467068559967e+02;1;1
-1.275117355049174819e+02;0;1
-1.116084784588056920e+02;1;1
-6.688573106069939911e+01;1;0
-1.752069872398180905e-01;1;0
1.997405394374950660e+01;0;1
4.136637574118151974e+02;1;0
3.403196201636113756e+02;1;1
-3.189005549287572876e+02;0;1
-8.083522678297151742e+01;1;0
-3.353297455340828037e+02;0;1
-2.540675076724061228e+02;1;0
-3.070899942440635755e+02;0;1
3.247698999168669047e+02;0;1
1.540764869069253677e+02;1;0
1.448211841264923549e+01;0;1
-1.120952839559002427e+02;0;1
-7.522612963343865999e+01;0;1
-1.369893157380388971e+02;0;1
5.333362628635420606e+02;1;0
5.219379647903231216e+02;1;0
2.635613973349538810e+02;0;1
8.376302042496213573e+01;1;0
3.274178524447652876e+02;1;1
4.739400319198238662e+02;1;1
7.764615009633384801e+00;0;1
-3.566417934218592904e+02;1;0
-3.512581091897040437e+02;1;0
1.540534384572856084e+02;1;0
9.821826378172798400e+01;0;1
7.366975692027573075e+01;0;1
2.294298984215101029e+02;0;1
4.531296816048426734e+01;1;1
4.714381088082212727e+02;1;0
-3.175253962470742977e+02;1;1
4.509268458589949660e+02;1;1
-1.367380187269589555e+02;0;1
-5.888368137487036336e+01;1;1
2.523688374800695655e+01;0;1
-3.393623715799798788e+02;0;1
3.394846436015374138e+02;0;1
-2.975423779745533466e+02;0;1
-2.241109965026300870e+02;1;0
3.767055349703418869e+02;1;0
3.652675449427266017e+02;0;1
2.477974814022718419e+02;1;1
-8.380516567525366156e+01;1;0
-1.193665636092909210e+02;1;1
-1.343164560945297978e+02;1;1
8.631337654559978034e+01;1;0
-3.590290326128231300e+02;0;1
-1.779681930339535540e+02;0;1
-1.231851991677841909e+02;0;1
3.556599580748766130e+02;0;1
-2.503706060511385090e+01;1;0
-7.048916384595997897e+01;0;1
4.100798691173478119e+02;0;1
3.343351791603583933e+02;1;0
-1.046323231310324076e+02;1;1
5.322159784188855838e+02;0;1
4.718658796980959096e+02;1;0
4.560996452722481536e+02;0;1
-3.006847533539297501e+02;0;1
1.551783851355708350e+02;1;0
3.577912542953538946e+02;1;0
4.079178610938861311e+02;0;1
-1.968399021842967045e+02;1;0
5.734746575729352713e+01;0;1
-2.184188876207829537e+02;1;1
-5.359808892698363536e+01;1;0
5.324218160711708379e+02;1;1
-2.672738153542630357e+02;0;1
2.438919914479478166e+02;0;1
-2.720846254215854856e+02;0;1
2.249091368847048784e+02;0;1
-3.475911461045548663e+02;0;1
2.633311009598894543e+02;0;1
1.390016408734412039e+02;1;0
2.539158889218348065e+02;1;0
4.979195178572518898e+01;0;1
5.227347364874285631e+02;1;0
1.489935068288697835e+02;1;0
3.260201629876361267e+02;1;0
-1.799340090150747926e+02;1;1
1.983809508424274952e+02;0;1
7.340098574788272856e+01;0;1
-8.929788848989423400e+01;0;1
5.130563848847414192e+02;1;0
2.397365329257115718e+02;0;1
1.078532581521642584e+02;1;0
1.269549333758399428e+02;1;0
2.084353361448451665e+02;0;1
1.655235905924311908e+02;1;0
6.447551429824945046e+01;0;1
-1.399017448184224008e+02;0;1
1.918575322720326142e+02;1;0
7.988650163992490150e+01;0;1
-2.062506548152056780e+02;1;1
-1.616532940990708198e+02;0;1
3.505462159398015842e+02;1;1
-2.894364259113951903e+02;1;1
1.573351878542927409e+02;1;0
1.772665425091792883e+02;1;0
-1.309957798845887851e+02;0;1
2.578445241997113158e+02;0;1
5.149965782116821629e+02;1;0
3.166645644720478003e+02;1;0
1.256101200082771214e+02;1;0
3.423531093164889967e+02;1;0
-3.003819963248072895e+02;1;1
-3.585011742220148676e+02;1;1
-2.378307162275909832e+02;1;1
2.840774130249221940e+01;1;0
3.407545171128874699e+02;1;0
1.591950992610659199e+01;0;1
-2.505930008074169564e+02;1;0
4.524027233662482104e+02;1;1
-1.252267249884471738e+02;0;1
1.263081784027816781e+02;1;0
4.345465864105523224e+02;1;0
-2.543782157110831008e+02;1;0
-1.050501011204220276e+02;0;1
1.488163111451617340e+02;1;0
-3.348690936548478021e+02;0;1
1.486805422566309964e+01;1;0
4.140517451445000461e+02;0;1
3.881876004934595130e+02;0;1
3.606673198510783891e+02;0;1
1.974499920595114588e+02;1;1
3.428166162224297864e+02;0;1
4.816121243250418615e+02;1;0
3.675529830297734861e+02;1;0
2.921570524968896052e+02;1;0
-7.665620854783692550e+01;1;0
4.788384175596097521e+02;0;1
2.566704073837918259e+02;0;1
-2.993994655339784572e+01;1;0
3.529790033964454210e+01;0;1
-2.290000764711335535e+02;1;0
-2.662623323143246807e+02;0;1
-2.076748461547515774e+02;1;0
1.688378738623096638e+02;0;1
-3.194471963990547465e+02;0;1
3.661832963056889980e+02;0;1
2.204248185126195096e+02;0;1
1.731553827830495322e+02;1;0
-2.081078525997661188e+02;1;0
-3.426832618921635571e+02;0;1
3.206616752378562296e+02;1;1
-9.815525923799656027e+01;0;1
2.615708622611446117e+02;0;1
4.902431501952799522e+02;0;1
2.414391575815016040e+02;0;1
4.599358653324177340e+02;1;0
5.218982106473531530e+02;1;0
-5.779003815077643935e+01;1;0
1.547559961672687905e+02;1;0
1.774928073863850386e+02;1;0
5.280516262771598122e+02;0;1
3.956326437460041916e+02;0;1
1.863267265065763070e+02;0;1
-6.970931239601469542e+00;1;0
3.959333114225638042e+02;0;1
4.367559982022799545e+02;1;0
3.863564996024601328e+02;0;1
-1.685693973979543898e+02;0;1
-1.217888755178382212e+02;1;1
9.692708297498558068e+01;0;1
5.597593145666719394e+00;1;1
2.034040076696504684e+02;0;1
8.719800850798220893e+01;0;1
-1.421696661932684265e+02;0;1
9.787476205299944354e+01;1;0
5.981784853322908901e+01;0;1
-3.493078845794317999e+02;0;1
3.551979510066129819e+02;1;0
3.565552113897190907e+02;1;0
-2.067338130078751135e+02;1;0
-3.418210440571062350e+02;0;1
3.119075699184247696e+02;1;0
4.692005601927555176e+02;1;0
3.908625705688156131e+02;0;1
-3.074475560546821384e+02;0;1
-2.649844126674304334e+02;0;1
-3.826643607981154105e+01;1;0
-2.227104705554269231e+02;1;0
-5.209729565826495445e+01;1;0
3.985775495577210563e+02;1;1
4.375640272892233611e+02;0;1
4.672835369144868878e+02;0;1
1.640564625363187190e+02;1;0
-1.876322156203007694e+02;1;0
-2.002172277646804446e+02;1;0
-9.174183008342095036e+01;0;1
5.238442797317162558e+02;1;0
-5.237628167572219695e+01;1;0
4.223857188208934303e+02;0;1
1.830171784373583534e+02;1;0
-1.212963997315691813e+02;1;1
4.993743831243797331e+02;1;0
2.440073575765628107e+02;1;1
7.159589449204726463e+01;1;1
2.495511769015696188e+02;0;1
2.401706652483791800e+02;1;1
1.217720255654807602e+02;1;1
2.856740441131760235e+02;1;0
-1.473395057650062370e+02;0;1
1.411541232271405875e+02;1;0
3.164988247926053759e+02;1;0
4.119049313941961259e+02;0;1
-3.007281930407431787e+02;0;1
3.905670531279151874e+02;0;1
-2.538138109448386217e+02;0;1
-1.398306854388570457e+02;0;1
1.215223988578524228e+02;1;0
2.551836469445765374e+02;0;1
-2.222901372877869335e+02;0;1
1.775760823858459219e+02;1;1
-1.409136843374568571e+01;1;0
1.249955612299704342e+02;1;0
-3.566950648949230072e+02;1;0
5.027621475433196707e+01;1;1
-3.582099912919468920e+02;1;1
-2.616998343269244742e+02;1;0
2.775750944782437841e+02;1;0
-1.814942241330945478e+02;0;1
1.698733317597995836e+02;0;1
-2.486645519103852848e+02;1;0
3.243101839952614114e+02;1;0
-3.517487131871865245e+02;0;1
3.639201601917984590e+02;0;1
9.839257453957532107e+01;0;1
2.665140926244519619e+02;1;0
2.121961218819645723e+00;0;1
-1.927043114416541130e+02;1;1
6.789645414323425143e+01;1;1
-6.694418766695804379e+01;1;0
2.111665945970615894e+02;1;1
-3.193158537279664984e+02;1;1
2.176779536340943650e+02;0;1
-3.177368326027240073e+02;1;1
-9.629737803628044901e+01;0;1
4.259794791896217703e+02;1;1
6.443360734844623039e+01;0;1
-1.216283612775564364e+02;0;1
1.913837770254830275e+02;0;1
7.793047593323316846e+01;0;1
-2.014857159513347824e+02;1;0
-3.192972637168128927e+02;0;1
2.508664998596721034e+02;0;1
3.280802047669276362e+02;1;0
4.561183250488360841e+02;0;1
4.453475881941457715e+02;1;0
-3.817341830575711015e+01;1;1
-1.020766865203704015e+02;0;1
4.168967990692394778e+02;0;1
4.939182758162356777e+02;1;0
-6.570951663297532264e+01;0;1
3.668184821960309137e+02;1;0
3.740898896421664404e+02;0;1
6.349557890211018929e+01;0;1
3.041595361637891983e+02;1;0
4.607158426966695401e+02;1;0
3.880364036100385761e+02;1;1
5.119547801992398490e+02;1;0
-1.446195228330682312e+02;0;1
5.195798170306255770e+01;0;1
1.622745486478694943e+02;1;0
5.775420202414544235e+01;0;1
3.968288817558544110e+02;0;1
2.552613071999720660e+02;0;1
-4.389451436189119704e+01;1;0
-2.366090602269035230e+02;1;0
-2.869925103819276160e+02;0;1
-3.580270855907762666e+02;1;1
-3.122710624339258629e+02;1;1
9.413373036329211629e+01;1;1
-3.560565142382524186e+02;0;1
-1.704143792476693875e+01;1;0
-2.823044776756821079e+02;1;0
1.589396839334819234e+01;0;1
4.121668365863840791e+02;1;1
-6.819368620914744383e+01;1;0
4.024247036584238799e+02;0;1
-1.220870799137347689e+02;0;1
4.681476605319339797e+02;0;1
3.657146672138272265e+02;1;0
3.096784079647650287e+02;1;0
-2.811659491639372277e+01;1;0
-4.625474591319886031e+01;1;0
-2.930226972237542782e+01;1;0
-2.143010584497442323e+02;1;0
3.023222918090417011e+02;0;1
-2.150782947442382920e+01;1;0
-3.024301066369644673e+02;1;0
3.333874974842593701e+02;1;0
2.694973139609024884e+02;1;0
-3.022650199602887255e+01;1;0
-2.995872578862573619e+02;0;1
4.271810080042072286e+02;0;1
1.383911829707966890e+00;1;0
-2.905662273667836644e+02;0;1
2.738733226040143904e+02;1;0
-2.344019147958182998e+02;1;0
4.321969896870710954e+02;0;1
2.309009686944162354e+02;0;1
2.417983048353866593e+02;0;1
-8.769352792273735986e+01;1;0
-8.479643239112175479e+01;1;0
4.444038219123469844e+02;0;1
4.505055026681869208e+02;0;1
2.905916995170583732e+02;1;1
1.868977496857316396e+02;0;1
-3.341075513677720323e+02;0;1
2.461863180109106679e+02;1;0
3.597864581080856965e+02;0;1
-3.322556266385985282e+02;0;1
-1.110528785284631255e+02;0;1
1.953183715319068199e+02;1;1
-2.777371308103398633e+02;1;0
4.555099382512110395e+01;0;1
-2.640500397645828343e+02;0;1
2.567885954113289131e+02;0;1
-6.659241919954183686e+00;1;0
-1.609699811115653461e+02;1;0
1.438433557381914341e+02;1;0
9.808615753269039317e+01;1;1
-2.024512386694297561e+02;1;0
2.262129817680944086e+02;0;1
4.651663077207228412e+02;0;1
-1.641064934629966672e+02;1;1
4.757408501095752058e+02;1;1
1.203323632727734065e+02;1;1
-1.509010815239159911e+02;0;1
2.199060624669335766e+02;0;1
-3.483052275870112453e+02;1;1
4.428596639296983426e+02;0;1
-2.202679683868140614e+02;1;0
-3.838687757216359842e+01;1;0
4.289895133254951816e+02;0;1
-2.939519387678636804e+02;0;1
-5.708470527532938377e+00;0;1
-1.839556131003654684e+02;0;1
4.882170659397703503e+02;1;0
2.121230767589443076e+02;0;1
-2.174429353275731671e+02;1;1
2.319035282181945377e+02;0;1
3.620201900591658841e+02;1;0
-2.205398523334080210e+02;1;0
9.967261003030031929e+01;1;0
4.957760897506515221e+02;1;0
2.621203773477510168e+01;1;0
1.605723144332630454e+02;0;1
4.945453865045761290e+02;0;1
2.810194904599601387e+02;0;1
-3.346095917898460925e+01;1;0
3.212851748733746859e+01;0;1
-7.952133271047483731e+01;1;1
5.224248049839941359e+02;1;1
3.763954940482664142e+02;1;1
2.790977437807677006e+02;1;1
3.776070967524288449e+02;1;0
1.921813151374252300e+02;0;1
5.005430969117713857e+02;1;0
1.460555961830285980e+02;1;0
3.490015209477357416e+01;0;1
3.338291609583731088e+02;1;1
5.337403161909112441e+02;1;0
-2.395677860192866433e+02;1;0
3.056543509017688454e+00;1;0
2.646238801270777685e+02;0;1
-2.324486814848114022e+02;1;0
1.653805173988620822e+02;0;1
1.556289283698045978e+01;0;1
5.237278852383412868e+02;1;0
3.090940441332551245e+02;1;0
-2.055823207693731263e+02;1;0
-2.249546345790652992e+02;1;0
7.500057491006309363e+00;0;1
1.439965528550252571e+01;0;1
5.309163437529067551e+02;0;1
4.726385227916240410e+02;1;0
1.138775228222956741e+02;1;0
2.309625788093676135e+02;0;1
3.515895420585579814e+02;1;0
-1.207190205053984755e+01;0;1
3.626075844296972832e+02;0;1
1.617557955136942383e+01;1;1
-2.248581658077429779e+02;1;0
1.776754667341758420e+02;1;1
1.998959672390222124e+02;0;1
3.222482143011043263e+02;1;0
-8.102662505201408294e+00;0;1
-1.156151382409806700e+02;1;1
3.576303718595523833e+02;1;0
-1.802517557350860216e+02;1;0
-1.069630323514985548e+02;0;1
5.174479694588505936e+02;1;0
2.068927524305495069e+02;1;1
2.141756092117271919e+02;0;1
8.376590226487823543e+01;0;1
4.833386662323484870e+02;0;1
5.309109279114192077e+02;1;0
1.435097562824079986e+01;0;1
4.751877367264399936e+02;1;0
-2.453965383319154796e+02;1;0
5.291482292702090717e+02;1;0
2.296155110864166886e+02;0;1
-1.414509416215869919e+01;1;0
4.322100032438125368e+02;1;0
4.333067319647079785e+02;0;1
5.294892276433588449e+02;1;0
-2.043796548546944791e+02;1;0
2.860421048917771714e+02;0;1
-3.238049703948075830e+02;0;1
1.342599181723722381e+02;1;0
-2.389811457629348865e+02;1;0
3.456143813892665548e+02;0;1
4.953419957462490970e+02;1;0
-1.213228124439376074e+02;1;1
8.889684986372107289e+01;1;0
-4.037774485117438417e+01;1;0
4.177512781215795030e+02;1;1
-3.580349034382591640e+02;1;1
-2.735536763088907719e+02;1;0
-1.136122029669418652e+02;0;1
9.106552379273783515e+01;0;1
