alpha;X;Y
5.2;0;1
126.5;1;0
62.0;1;0
166.4;0;1
131.3;1;0
107.2;1;0
107.6;1;0
51.8;0;1
74.5;1;0
106.3;1;0
5.6;0;1
143.2;1;0
166.7;0;1
79.6;1;0
6.0;1;0
133.2;1;0
105.7;1;0
32.9;0;1
147.7;0;1
1.4;0;1
9.4;0;1
30.8;0;1
51.1;0;1
39.0;0;1
159.2;1;0
89.4;1;0
134.7;1;0
41.4;0;1
24.6;0;1
168.8;1;0
49.5;0;1
166.5;1;0
124.7;1;0
1.9;0;1
177.1;1;0
6.6;0;1
15.4;0;1
105.5;1;0
149.5;1;0
90.8;1;0
46.9;0;1
150.3;0;1
34.8;0;1
55.7;1;0
50.5;0;1
147.4;1;0
142.6;1;0
141.6;1;0
1.2;0;1
158.9;1;0
25.8;0;1
100.3;1;0
154.5;1;0
178.8;0;1
166.7;0;1
63.9;0;1
139.2;1;0
29.1;0;1
14.2;0;1
44.0;0;1
135.1;1;0
51.5;1;0
102.2;1;0
85.2;1;0
83.8;0;1
13.7;0;1
171.9;0;1
72.4;1;0
150.9;0;1
128.9;1;0
143.8;1;0
120.2;1;0
53.2;1;0
126.4;1;0
144.0;1;0
106.6;1;0
112.6;1;0
79.0;0;1
16.6;0;1
56.1;0;1
152.4;1;0
36.2;0;1
46.5;0;1
95.1;1;0
44.8;0;1
126.4;1;0
140.2;1;0
114.3;1;0
48.5;0;1
22.6;0;1
2.7;0;1
176.3;0;1
83.1;0;1
70.1;1;0
69.4;1;0
4.8;0;1
111.0;1;0
134.4;1;0
75.4;1;0
25.1;0;1
4.4;0;1
33.0;0;1
129.9;1;0
45.3;0;1
115.2;1;0
131.6;1;0
47.6;0;1
61.0;0;1
66.8;0;1
110.3;1;0
87.0;1;0
94.8;1;0
29.3;0;1
136.0;1;0
52.4;1;0
105.7;1;0
138.1;1;0
119.4;1;0
169.0;1;0
155.7;0;1
117.5;1;0
173.6;0;1
23.0;0;1
167.4;0;1
94.7;1;0
45.2;0;1
151.7;1;0
98.5;1;0
162.5;1;0
152.4;1;0
4.7;0;1
1.7;1;0
99.7;1;0
135.0;1;0
25.8;0;1
72.3;1;0
81.9;0;1
95.5;1;0
91.7;0;1
178.7;0;1
85.6;1;0
132.2;1;0
177.8;0;1
65.6;1;0
0.5;1;0
89.6;1;0
163.7;0;1
83.6;0;1
140.6;0;1
179.9;0;1
69.4;0;1
69.4;1;0
146.1;0;1
152.2;1;0
144.2;0;1
45.3;0;1
42.8;0;1
108.6;1;0
155.3;1;0
79.6;1;0
15.2;0;1
124.1;1;0
64.8;1;0
86.9;0;1
121.3;1;0
28.4;0;1
44.7;1;0
159.5;1;0
131.1;1;0
73.3;0;1
119.5;1;0
169.6;0;1
124.4;1;0
167.3;0;1
161.1;1;0
102.7;1;0
61.5;1;0
146.6;1;0
159.6;1;0
22.6;0;1
115.7;1;0
88.5;0;1
154.1;1;0
94.2;1;0
2.8;0;1
25.9;0;1
162.5;0;1
84.2;1;0
142.7;1;0
96.4;1;0
71.1;1;0
166.2;0;1
158.0;1;0
145.0;0;1
88.4;1;0
87.6;1;0
5.3;0;1
49.4;0;1
51.7;0;1
159.8;0;1
70.2;1;0
168.5;0;1
131.2;1;0
175.9;0;1
69.5;0;1
38.8;0;1
17.8;0;1
51.0;0;1
32.1;0;1
57.5;0;1
3.4;1;0
43.2;0;1
121.1;1;0
39.2;0;1
105.9;1;0
37.5;0;1
46.2;0;1
121.5;1;0
4.3;1;0
37.0;0;1
17.8;1;0
109.8;1;0
124.4;1;0
53.2;0;1
141.5;1;0
143.3;1;0
117.4;1;0
130.2;1;0
72.9;1;0
171.5;0;1
0.8;0;1
119.2;1;0
13.4;0;1
179.0;0;1
109.1;1;0
80.5;0;1
147.2;1;0
169.9;0;1
56.3;1;0
72.4;1;0
153.3;1;0
79.1;1;0
1.6;1;0
72.6;1;0
139.3;1;0
82.4;0;1
165.2;0;1
160.1;1;0
23.6;0;1
151.5;1;0
153.1;0;1
175.7;1;0
26.9;0;1
21.5;0;1
134.5;1;0
172.4;1;0
60.3;0;1
98.0;1;0
179.6;0;1
72.5;1;0
95.0;1;0
46.5;0;1
0.6;0;1
8.0;0;1
169.2;1;0
64.2;0;1
32.7;0;1
175.0;0;1
179.5;1;0
19.8;0;1
0.5;0;1
165.2;0;1
130.7;1;0
3.9;0;1
2.6;0;1
100.8;1;0
93.5;1;0
47.7;1;0
79.5;1;0
170.5;0;1
97.1;1;0
108.4;1;0
48.4;0;1
150.1;1;0
23.4;0;1
55.1;0;1
53.2;0;1
64.4;0;1
6.2;0;1
54.4;0;1
140.5;1;0
65.2;0;1
91.3;1;0
100.6;0;1
103.9;1;0
160.3;0;1
141.5;1;0
31.4;0;1
95.6;1;0
100.6;1;0
128.4;1;0
34.4;0;1
91.5;1;0
163.0;0;1
137.8;1;0
166.0;1;0
35.6;0;1
5.3;1;0
90.0;1;0
32.1;0;1
28.1;0;1
112.0;1;0
104.1;1;0
124.8;1;0
133.4;1;0
155.5;0;1
70.9;0;1
117.7;1;0
4.2;0;1
55.9;0;1
160.4;1;0
92.8;1;0
175.7;0;1
59.3;0;1
49.8;0;1
61.0;1;0
33.6;0;1
45.9;0;1
179.6;0;1
132.1;1;0
103.7;1;0
126.3;1;0
28.8;0;1
113.2;1;0
96.0;0;1
83.1;1;0
64.1;0;1
34.4;0;1
18.6;0;1
167.4;1;0
105.6;1;0
81.4;1;0
119.8;1;0
90.6;0;1
83.5;1;0
99.0;1;0
103.3;1;0
114.8;1;0
100.4;0;1
126.9;1;0
25.8;0;1
176.0;0;1
37.3;0;1
107.9;1;0
0.6;0;1
126.5;1;0
101.1;1;0
134.0;1;0
156.6;1;0
93.5;1;0
20.9;1;0
155.0;1;0
84.9;1;0
126.9;1;0
6.0;0;1
152.3;0;1
103.8;1;0
46.2;0;1
97.1;1;0
153.5;1;0
46.8;0;1
112.9;1;0
59.9;0;1
56.2;0;1
49.2;0;1
10.8;1;0
147.8;0;1
123.8;1;0
57.8;0;1
89.1;0;1
155.6;1;0
59.9;0;1
118.2;1;0
93.3;0;1
137.4;1;0
177.8;1;0
141.2;1;0
37.5;0;1
172.3;0;1
31.7;0;1
89.3;1;0
143.9;1;0
1.1;0;1
1.2;1;0
52.0;1;0
33.9;0;1
120.2;1;0
75.5;1;0
12.2;0;1
59.4;1;0
69.7;0;1
150.7;1;0
135.4;1;0
36.3;0;1
13.9;0;1
26.9;0;1
23.3;0;1
27.7;0;1
56.0;0;1
127.0;1;0
48.8;1;0
134.3;1;0
112.3;1;0
71.2;0;1
130.4;1;0
30.1;0;1
134.3;1;0
128.7;1;0
30.4;0;1
31.6;0;1
47.7;0;1
6.3;1;0
120.3;1;0
174.7;0;1
91.5;0;1
128.0;1;0
148.1;1;0
4.2;1;0
122.1;1;0
100.5;1;0
104.1;1;0
14.7;0;1
66.5;0;1
137.5;1;0
128.0;1;0
138.6;1;0
95.0;0;1
152.3;0;1
141.8;1;0
2.0;1;0
72.4;0;1
173.5;1;0
148.8;1;0
147.9;1;0
104.6;1;0
155.2;1;0
76.6;1;0
163.5;1;0
171.8;0;1
65.1;0;1
36.5;0;1
109.1;1;0
39.7;0;1
104.1;1;0
81.5;1;0
1.6;0;1
44.3;0;1
24.7;0;1
146.9;1;0
49.4;0;1
166.1;0;1
131.0;1;0
112.4;1;0
148.1;1;0
145.7;1;0
172.8;1;0
21.0;0;1
117.9;1;0
131.7;1;0
85.8;1;0
118.8;1;0
174.1;1;0
25.8;0;1
17.6;0;1
6.1;0;1
135.2;1;0
19.7;1;0
8.0;0;1
143.0;0;1
93.6;1;0
116.4;1;0
40.1;0;1
126.3;1;0
7.2;1;0
167.1;0;1
87.2;1;0
94.6;1;0
15.2;0;1
134.1;1;0
35.8;0;1
34.0;0;1
104.9;1;0
98.9;1;0
168.8;1;0
34.1;0;1
28.3;0;1
127.1;1;0
11.5;0;1
71.7;1;0
69.4;0;1
117.8;1;0
78.3;0;1
163.5;0;1
163.7;0;1
100.9;1;0
60.4;0;1
177.1;1;0
57.2;0;1
11.2;0;1
128.3;1;0
99.7;1;0
12.7;1;0
40.2;0;1
163.4;0;1
83.5;1;0
43.2;0;1
157.1;1;0
22.1;0;1
113.2;1;0
44.7;0;1
75.8;1;0
4.4;1;0
75.2;1;0
72.0;0;1
116.6;1;0
90.8;1;0
52.9;0;1
2.6;0;1
5.6;0;1
176.1;0;1
99.4;1;0
133.6;1;0
81.9;1;0
139.3;1;0
38.1;0;1
103.6;1;0
42.8;0;1
20.8;0;1
38.2;0;1
76.4;0;1
173.3;0;1
112.9;1;0
39.5;0;1
135.8;1;0
135.7;1;0
101.3;1;0
54.5;0;1
22.1;0;1
164.6;1;0
173.1;0;1
171.2;1;0
34.5;0;1
135.5;1;0
60.7;0;1
93.0;1;0
38.0;0;1
43.6;0;1
52.3;0;1
172.3;0;1
99.1;1;0
165.7;0;1
176.3;1;0
63.7;1;0
118.9;1;0
140.5;1;0
13.4;0;1
135.4;1;0
21.6;0;1
112.2;1;0
85.8;1;0
127.6;1;0
162.4;1;0
164.5;1;0
33.5;0;1
48.4;0;1
83.4;1;0
33.1;0;1
131.4;1;0
95.2;1;0
18.4;1;0
179.9;0;1
138.7;1;0
167.5;0;1
9.6;0;1
33.7;0;1
58.1;1;0
27.5;0;1
147.1;0;1
176.8;1;0
79.9;1;0
110.6;1;0
50.6;0;1
118.2;1;0
172.5;0;1
147.8;1;0
178.4;0;1
102.0;1;0
79.9;0;1
131.7;1;0
2.6;0;1
105.9;1;0
62.4;0;1
37.0;0;1
177.9;0;1
163.9;0;1
18.4;0;1
92.1;1;0
169.8;0;1
29.0;0;1
84.3;0;1
147.4;1;0
77.6;0;1
93.7;1;0
53.5;0;1
92.5;0;1
71.2;1;0
157.7;1;0
25.0;0;1
170.7;0;1
55.5;0;1
173.5;0;1
66.4;0;1
10.0;0;1
127.3;1;0
32.4;0;1
58.2;0;1
100.1;1;0
148.1;0;1
58.6;0;1
160.4;0;1
82.1;1;0
6.6;0;1
48.7;0;1
41.2;0;1
91.0;1;0
124.3;1;0
64.2;0;1
69.2;0;1
75.0;1;0
71.8;0;1
120.9;1;0
14.8;0;1
115.4;1;0
69.0;0;1
60.6;0;1
157.4;0;1
108.9;1;0
161.7;0;1
136.1;0;1
65.8;1;0
137.8;0;1
136.7;1;0
151.1;1;0
46.3;0;1
132.4;1;0
16.1;0;1
19.6;0;1
67.5;0;1
88.6;0;1
122.3;1;0
115.1;1;0
54.0;0;1
126.6;1;0
86.2;1;0
171.2;0;1
134.9;1;0
80.3;0;1
26.7;0;1
98.2;1;0
121.9;1;0
152.0;1;0
92.8;1;0
2.6;0;1
158.2;1;0
165.4;1;0
109.2;1;0
123.2;1;0
103.3;1;0
4.5;0;1
166.8;1;0
137.3;1;0
128.1;1;0
178.2;0;1
179.9;0;1
103.1;1;0
87.9;1;0
79.5;1;0
1.3;0;1
76.7;1;0
1.3;1;0
96.0;0;1
90.9;1;0
33.3;0;1
112.7;1;0
49.7;0;1
86.6;1;0
28.2;0;1
175.6;0;1
39.1;0;1
157.7;1;0
84.5;1;0
156.6;0;1
126.6;1;0
19.6;0;1
143.9;1;0
119.1;1;0
63.6;0;1
169.9;0;1
92.4;1;0
80.4;1;0
138.3;1;0
117.2;1;0
90.4;1;0
12.7;0;1
156.4;0;1
102.1;1;0
55.5;1;0
14.1;0;1
63.6;0;1
172.9;1;0
74.4;0;1
20.3;0;1
52.8;1;0
65.7;1;0
151.1;0;1
11.3;0;1
152.6;0;1
16.1;0;1
74.2;0;1
109.3;1;0
169.2;1;0
23.2;0;1
164.4;1;0
120.5;1;0
137.4;1;0
39.6;0;1
89.3;0;1
95.8;1;0
98.1;1;0
52.2;0;1
122.2;1;0
157.3;1;0
110.7;1;0
173.3;0;1
104.7;1;0
65.4;1;0
147.6;1;0
74.0;1;0
100.1;1;0
173.2;1;0
63.5;0;1
71.0;0;1
72.0;0;1
27.7;0;1
165.8;0;1
46.2;0;1
104.4;1;0
69.8;1;0
122.2;1;0
53.4;0;1
178.2;1;0
20.0;0;1
125.0;1;0
32.8;0;1
100.4;1;0
131.2;1;0
24.1;0;1
27.7;0;1
59.2;0;1
6.6;0;1
87.5;1;0
178.0;0;1
133.1;0;1
2.9;0;1
172.9;1;0
87.9;1;0
68.0;0;1
140.9;1;0
114.7;1;0
134.9;1;0
43.1;1;0
156.7;0;1
166.5;1;0
40.7;1;0
169.5;0;1
92.7;1;0
2.9;1;0
172.7;0;1
106.8;1;0
8.7;0;1
151.5;1;0
127.6;1;0
142.8;0;1
54.9;0;1
87.1;1;0
80.9;1;0
87.1;1;0
80.9;0;1
153.1;1;0
27.0;0;1
74.1;1;0
165.6;1;0
3.6;1;0
84.7;1;0
93.3;1;0
96.5;1;0
98.5;1;0
60.0;0;1
142.1;1;0
139.9;1;0
118.3;1;0
139.2;1;0
96.9;0;1
86.6;0;1
38.8;0;1
1.5;0;1
165.0;1;0
124.8;1;0
58.9;0;1
5.9;0;1
6.8;0;1
143.9;1;0
135.9;1;0
1.1;0;1
20.6;0;1
47.5;0;1
101.5;1;0
4.8;0;1
91.0;1;0
102.4;1;0
37.3;0;1
40.4;0;1
80.1;1;0
55.0;0;1
88.7;1;0
28.0;0;1
21.6;0;1
32.2;0;1
114.2;1;0
110.0;1;0
80.9;1;0
38.4;0;1
133.0;1;0
129.5;1;0
170.8;0;1
166.2;1;0
103.7;1;0
55.3;0;1
113.1;1;0
149.6;1;0
42.7;0;1
144.2;1;0
97.9;1;0
103.7;1;0
177.5;0;1
2.8;0;1
81.0;1;0
0.6;0;1
127.2;1;0
65.5;1;0
87.6;1;0
35.0;0;1
9.5;1;0
123.2;1;0
143.7;1;0
74.4;1;0
113.0;1;0
64.0;0;1
139.1;1;0
146.2;1;0
73.0;1;0
110.0;1;0
170.8;1;0
48.1;0;1
74.6;0;1
148.5;1;0
5.8;0;1
142.3;1;0
113.9;1;0
166.3;0;1
110.5;1;0
58.6;0;1
101.6;0;1
23.0;0;1
170.9;0;1
108.7;1;0
126.4;1;0
109.0;1;0
160.1;1;0
26.9;0;1
95.4;1;0
75.9;0;1
114.1;1;0
149.5;1;0
50.5;0;1
108.1;1;0
109.1;1;0
113.6;1;0
26.6;0;1
149.2;1;0
62.9;0;1
136.3;1;0
42.7;0;1
58.9;0;1
93.4;1;0
18.6;0;1
17.5;0;1
40.3;0;1
142.5;1;0
0.3;0;1
42.6;0;1
71.8;1;0
83.6;1;0
99.8;1;0
52.3;1;0
131.8;1;0
26.8;0;1
73.4;1;0
83.3;1;0
148.8;1;0
179.8;0;1
131.9;1;0
157.6;0;1
22.8;0;1
135.5;1;0
44.0;0;1
53.1;0;1
158.1;0;1
71.0;1;0
78.0;1;0
103.5;1;0
159.9;0;1
57.9;1;0
51.3;0;1
63.5;0;1
93.7;0;1
37.3;0;1
160.1;0;1
136.9;1;0
72.8;1;0
88.6;0;1
38.2;0;1
27.1;0;1
43.7;0;1
105.1;1;0
106.8;1;0
74.3;0;1
155.0;1;0
21.1;0;1
167.2;0;1
69.7;0;1
171.2;1;0
120.2;1;0
49.7;0;1
68.4;0;1
51.4;0;1
36.8;0;1
162.6;0;1
176.4;1;0
22.4;0;1
12.1;0;1
160.2;0;1
122.5;1;0
86.5;1;0
23.6;0;1
20.0;0;1
46.7;0;1
28.9;0;1
166.3;1;0
38.5;0;1
161.0;0;1
21.2;0;1
78.6;1;0
28.2;0;1
116.9;1;0
133.0;0;1
82.5;1;0
177.8;0;1
4.5;1;0
2.3;0;1
154.2;0;1
61.6;0;1
179.2;1;0
163.3;0;1
50.2;0;1
84.0;0;1
140.9;1;0
33.9;0;1
21.0;0;1
155.9;1;0
120.8;1;0
10.1;0;1
140.6;1;0
159.5;0;1
109.7;1;0
159.5;1;0
172.7;0;1
81.1;0;1
125.5;1;0
118.5;1;0
8.1;0;1
144.5;1;0
128.4;1;0
3.9;1;0
114.0;1;0
150.0;0;1
96.2;1;0
109.0;1;0
39.4;0;1
142.7;0;1
65.0;0;1
116.3;1;0
157.0;1;0
136.6;1;0
61.0;1;0
62.6;0;1
96.3;1;0
42.5;0;1
80.7;0;1
60.2;0;1
156.6;1;0
37.6;0;1
109.9;1;0
77.2;1;0
85.1;0;1
132.8;1;0
154.8;1;0
94.9;1;0
86.1;0;1
51.5;0;1
59.0;1;0
144.4;1;0
95.0;1;0
55.5;0;1
76.2;1;0
25.9;0;1
39.3;0;1
117.8;1;0
139.4;1;0
60.7;0;1
72.4;0;1
9.2;0;1
155.0;1;0
137.8;1;0
152.7;1;0
106.2;1;0
21.3;0;1
27.0;0;1
69.0;0;1
100.9;1;0
26.7;0;1
60.5;0;1
135.5;1;0
101.9;1;0
110.4;1;0
37.8;0;1
142.6;0;1
142.3;1;0
158.5;0;1
108.3;0;1
103.5;1;0
123.8;1;0
116.5;1;0
92.5;1;0
29.2;0;1
162.3;1;0
64.3;1;0
149.3;1;0
41.0;0;1
97.2;1;0
42.1;0;1
104.3;1;0
108.6;1;0
23.8;0;1
63.8;0;1
150.2;1;0
92.2;1;0
62.9;0;1
72.4;0;1
145.4;1;0
105.2;1;0
126.4;1;0
120.7;1;0
94.1;1;0
67.2;1;0
151.3;1;0
4.0;1;0
148.5;0;1
29.2;0;1
158.7;1;0
38.0;0;1
36.4;0;1
46.1;0;1
159.7;0;1
128.8;1;0
104.7;1;0
99.7;1;0
147.7;1;0
10.1;0;1
174.0;0;1
53.2;0;1
157.5;1;0
130.1;1;0
130.6;1;0
143.7;1;0
111.9;0;1
86.8;1;0
17.1;0;1
142.6;0;1
27.8;0;1
118.6;1;0
69.9;1;0
128.8;1;0
44.5;0;1
26.7;0;1
130.2;1;0
82.2;1;0
35.3;0;1
70.8;1;0
130.1;1;0
18.3;0;1
22.6;0;1
81.2;1;0
167.6;0;1
47.3;0;1
72.1;0;1
99.1;1;0
176.6;0;1
161.0;0;1
163.1;1;0
18.8;0;1
43.8;1;0
85.7;1;0
70.3;1;0
25.9;0;1
85.0;0;1
45.4;0;1
135.6;1;0
32.2;0;1
24.2;0;1
110.5;1;0
107.8;1;0
156.7;1;0
85.9;1;0
40.6;0;1
47.2;0;1
67.0;1;0
54.0;0;1
5.1;0;1
70.1;1;0
143.3;1;0
133.3;1;0
85.5;1;0
118.3;1;0
72.1;0;1
85.4;1;0
24.8;0;1
36.5;0;1
120.1;1;0
119.4;1;0
43.2;0;1
36.1;0;1
176.5;0;1
154.7;0;1
83.8;1;0
136.1;1;0
67.6;1;0
122.0;1;0
50.8;1;0
17.0;0;1
8.5;0;1
71.6;1;0
50.7;0;1
137.0;1;0
84.4;0;1
63.4;0;1
148.1;1;0
32.0;0;1
38.5;0;1
37.5;0;1
56.5;0;1
108.6;1;0
94.9;1;0
37.1;0;1
48.0;0;1
174.4;0;1
28.2;0;1
102.7;0;1
74.0;1;0
55.3;0;1
55.9;1;0
54.8;0;1
22.5;0;1
98.1;1;0
143.6;1;0
152.6;0;1
106.4;1;0
47.8;0;1
45.4;0;1
171.7;0;1
107.0;1;0
32.8;0;1
81.0;1;0
25.4;0;1
82.1;0;1
64.7;1;0
155.8;1;0
152.8;1;0
49.7;0;1
107.8;1;0
117.1;1;0
114.1;1;0
179.6;0;1
159.1;0;1
131.0;1;0
137.1;1;0
32.9;0;1
108.0;1;0
84.7;0;1
156.6;0;1
71.7;1;0
124.6;1;0
51.1;1;0
26.0;0;1
116.7;1;0
93.7;0;1
98.2;1;0
30.5;0;1
82.4;0;1
151.5;1;0
126.5;1;0
42.5;0;1
55.0;0;1
108.4;1;0
137.6;1;0
74.2;0;1
6.8;0;1
153.4;1;0
69.0;1;0
33.7;1;0
32.8;0;1
117.2;1;0
10.7;0;1
116.1;1;0
94.5;1;0
61.4;0;1
85.0;1;0
34.1;0;1
10.7;0;1
165.3;0;1
139.2;1;0
43.6;0;1
14.2;0;1
120.4;1;0
28.9;0;1
51.4;0;1
67.7;1;0
23.4;0;1
11.1;0;1
44.0;0;1
107.1;1;0
29.3;0;1
130.5;1;0
84.5;1;0
5.1;1;0
161.7;0;1
143.4;1;0
77.1;1;0
178.7;0;1
20.7;0;1
132.9;1;0
115.0;1;0
179.2;1;0
142.4;1;0
83.3;0;1
106.0;1;0
173.6;1;0
89.8;0;1
128.8;1;0
171.3;1;0
60.9;1;0
32.9;0;1
67.5;1;0
80.7;1;0
163.2;0;1
1.2;1;0
124.1;1;0
26.8;0;1
164.0;0;1
148.5;1;0
10.2;1;0
144.0;0;1
55.5;0;1
56.1;0;1
77.8;0;1
165.5;1;0
7.3;0;1
129.4;1;0
101.6;1;0
26.5;0;1
129.0;1;0
79.0;0;1
51.5;0;1
79.7;1;0
39.4;0;1
151.5;0;1
135.1;1;0
9.3;0;1
140.3;1;0
20.3;0;1
86.6;1;0
100.4;1;0
38.9;0;1
140.2;0;1
165.2;0;1
136.6;1;0
12.4;0;1
19.1;1;0
135.3;1;0
96.7;1;0
119.3;1;0
167.9;1;0
28.7;0;1
94.3;1;0
52.2;0;1
110.8;1;0
8.3;0;1
95.8;0;1
107.9;1;0
46.1;0;1
69.4;0;1
94.1;1;0
2.3;1;0
153.4;1;0
166.6;1;0
114.8;1;0
147.8;1;0
179.4;0;1
177.3;0;1
57.8;0;1
29.9;0;1
29.8;0;1
20.5;0;1
98.5;0;1
167.7;1;0
20.0;0;1
21.3;0;1
94.6;1;0
135.7;1;0
43.0;0;1
39.7;0;1
168.9;0;1
128.7;1;0
138.9;1;0
39.2;0;1
27.3;0;1
133.8;1;0
3.4;0;1
141.2;1;0
175.0;0;1
76.3;0;1
118.4;1;0
88.2;1;0
69.8;0;1
14.8;0;1
51.9;0;1
164.4;1;0
50.9;1;0
135.3;1;0
41.5;1;0
166.5;1;0
129.8;1;0
22.5;0;1
92.0;1;0
148.8;0;1
21.1;0;1
90.1;1;0
32.3;0;1
156.4;1;0
78.5;1;0
177.5;1;0
147.8;1;0
92.3;0;1
7.0;0;1
45.4;0;1
151.3;1;0
50.6;0;1
64.0;0;1
4.5;1;0
155.5;1;0
90.3;1;0
106.5;1;0
93.8;1;0
134.2;1;0
52.5;0;1
141.5;1;0
73.8;1;0
141.9;1;0
11.1;0;1
113.4;1;0
123.8;1;0
4.9;0;1
84.0;1;0
63.2;0;1
34.8;0;1
64.0;0;1
135.8;1;0
32.2;0;1
135.2;1;0
108.4;1;0
40.0;0;1
27.3;0;1
145.5;1;0
159.2;1;0
34.8;0;1
156.7;0;1
103.2;1;0
79.6;0;1
53.6;0;1
36.5;0;1
73.3;1;0
138.2;1;0
19.7;0;1
84.1;1;0
36.1;0;1
167.6;0;1
40.4;0;1
46.8;0;1
100.3;1;0
24.8;0;1
44.7;0;1
125.4;1;0
164.1;1;0
151.6;1;0
98.5;1;0
108.4;1;0
18.1;0;1
29.6;0;1
28.9;0;1
33.9;0;1
147.6;1;0
0.6;0;1
30.9;0;1
168.5;0;1
102.7;1;0
100.5;1;0
32.4;0;1
61.0;0;1
137.3;1;0
168.3;0;1
117.9;1;0
168.7;0;1
68.8;1;0
104.6;1;0
71.6;0;1
135.3;1;0
47.8;0;1
169.7;0;1
167.8;0;1
170.9;1;0
16.2;0;1
163.7;0;1
141.5;1;0
107.8;1;0
16.5;0;1
144.6;1;0
159.1;0;1
103.1;1;0
145.6;0;1
111.3;1;0
33.6;0;1
47.1;1;0
73.7;1;0
102.4;1;0
138.7;1;0
143.7;1;0
108.9;1;0
167.0;0;1
24.8;0;1
114.2;1;0
70.1;0;1
124.1;1;0
149.9;1;0
134.2;1;0
136.1;1;0
43.0;0;1
59.1;0;1
164.4;1;0
110.1;1;0
166.8;1;0
150.3;1;0
9.5;0;1
156.8;0;1
5.0;1;0
80.3;1;0
79.7;1;0
116.1;1;0
121.7;1;0
97.0;1;0
178.0;0;1
66.0;0;1
121.0;1;0
125.9;1;0
72.5;1;0
125.9;1;0
164.2;1;0
110.0;1;0
115.2;1;0
2.5;0;1
133.6;1;0
103.3;1;0
134.8;1;0
95.9;0;1
96.8;1;0
34.3;0;1
81.4;1;0
57.9;0;1
129.9;0;1
134.9;1;0
108.1;1;0
89.3;1;0
132.1;1;0
137.5;1;0
41.4;0;1
146.5;1;0
148.3;1;0
176.8;0;1
151.9;1;0
59.1;0;1
105.2;1;0
93.6;1;0
67.2;1;0
156.2;0;1
145.8;1;0
135.5;1;0
98.3;1;0
86.6;0;1
113.5;1;0
140.4;1;0
55.2;0;1
54.0;0;1
178.1;0;1
96.3;0;1
77.4;1;0
117.0;1;0
139.4;1;0
145.4;0;1
46.8;0;1
122.3;1;0
7.3;0;1
63.1;0;1
101.6;1;0
179.5;1;0
70.6;0;1
7.9;0;1
24.0;0;1
44.1;0;1
112.6;1;0
11.2;0;1
142.0;1;0
49.6;0;1
81.3;1;0
29.1;0;1
16.4;0;1
55.0;1;0
36.8;0;1
111.1;1;0
90.4;0;1
92.7;1;0
36.6;0;1
103.7;1;0
42.0;0;1
173.9;0;1
141.3;1;0
63.2;0;1
7.2;0;1
126.5;1;0
173.0;0;1
153.7;1;0
151.8;1;0
138.6;1;0
3.5;0;1
101.4;1;0
49.1;0;1
94.8;0;1
117.2;1;0
165.4;0;1
173.4;0;1
53.3;0;1
109.6;1;0
27.8;0;1
1.9;0;1
148.1;1;0
107.1;1;0
169.6;1;0
166.9;0;1
172.1;1;0
159.6;0;1
140.3;1;0
118.7;1;0
120.6;1;0
142.9;1;0
121.7;1;0
13.1;0;1
24.2;0;1
43.4;0;1
170.4;1;0
160.3;0;1
0.6;0;1
160.7;1;0
126.7;1;0
8.4;0;1
141.2;1;0
97.2;1;0
86.7;1;0
46.5;0;1
102.2;1;0
53.4;0;1
29.7;0;1
71.9;0;1
