alpha,beta,Xalpha,Yalpha,Xbeta,Ybeta
98.3,28,1,0,0,1
75.1,97,1,0,1,0
179.3,16,0,1,0,1
159.0,24,0,1,0,1
64.4,88,1,0,1,0
85.4,49,1,0,1,0
74.8,93,1,0,1,0
41.9,121,1,0,0,1
30.2,62,0,1,1,0
128.2,166,0,1,0,1
131.4,117,1,0,0,1
41.9,37,1,0,0,1
101.9,164,1,0,0,1
71.6,117,1,0,1,0
95.6,124,1,0,1,0
122.7,134,1,0,1,0
129.7,34,0,1,0,1
126.2,93,1,0,1,0
50.4,116,1,0,1,0
24.6,121,1,0,0,1
50.9,39,1,0,0,1
18.7,115,0,1,1,0
38.7,76,0,1,1,0
43.4,129,1,0,0,1
161.1,47,0,1,0,1
158.6,123,0,1,1,0
109.1,106,1,0,1,0
155.2,38,0,1,0,1
44.7,4,1,0,0,1
19.4,133,0,1,1,0
100.8,62,1,0,0,1
41.6,11,1,0,0,1
34.9,86,1,0,1,0
35.2,9,1,0,0,1
2.2,114,0,1,1,0
110.5,21,0,1,1,0
11.5,57,0,1,0,1
110.1,36,0,1,1,0
27.8,165,0,1,0,1
154.3,112,0,1,1,0
50.3,113,1,0,1,0
61.3,80,1,0,1,0
40.0,58,0,1,0,1
88.7,103,1,0,1,0
61.7,29,1,0,1,0
74.9,129,0,1,0,1
67.1,30,1,0,0,1
50.9,22,0,1,0,1
123.0,155,0,1,0,1
137.7,156,0,1,0,1
44.7,47,1,0,1,0
61.2,33,1,0,0,1
59.0,60,0,1,1,0
175.3,113,0,1,1,0
47.3,148,1,0,1,0
94.5,164,1,0,0,1
78.6,95,1,0,1,0
98.0,138,1,0,1,0
143.7,174,0,1,0,1
61.9,127,1,0,0,1
120.7,66,1,0,1,0
59.6,91,1,0,1,0
139.2,63,0,1,1,0
132.3,167,1,0,0,1
132.5,77,0,1,1,0
50.0,96,0,1,1,0
146.4,151,1,0,0,1
3.9,173,0,1,0,1
63.2,110,1,0,1,0
23.0,55,0,1,1,0
88.8,11,1,0,0,1
169.2,45,0,1,1,0
104.2,179,1,0,0,1
88.1,159,1,0,0,1
122.1,86,1,0,1,0
8.0,175,0,1,0,1
103.6,141,0,1,1,0
135.0,18,0,1,0,1
99.0,126,0,1,1,0
86.5,77,1,0,1,0
2.7,144,0,1,0,1
64.6,3,1,0,0,1
136.0,51,0,1,0,1
116.6,153,1,0,0,1
80.9,144,1,0,0,1
138.1,170,0,1,0,1
144.7,134,0,1,1,0
66.8,19,1,0,0,1
13.6,153,1,0,0,1
119.6,12,1,0,0,1
113.6,161,1,0,0,1
139.6,89,0,1,1,0
38.2,130,0,1,1,0
162.2,78,0,1,1,0
48.4,177,1,0,0,1
86.5,157,1,0,0,1
169.1,29,0,1,0,1
26.0,53,1,0,1,0
112.6,69,1,0,1,0
57.2,158,1,0,0,1
97.6,103,1,0,1,0
92.6,66,1,0,1,0
64.3,0,1,0,0,1
158.4,174,0,1,0,1
106.8,21,1,0,0,1
135.0,39,0,1,1,0
130.3,5,0,1,0,1
91.4,90,1,0,1,0
147.3,30,0,1,0,1
95.7,114,1,0,1,0
82.9,169,1,0,0,1
163.8,119,0,1,0,1
0.7,25,0,1,0,1
35.9,137,1,0,0,1
35.6,127,0,1,0,1
18.0,53,0,1,1,0
88.4,172,1,0,0,1
24.2,41,0,1,0,1
97.5,92,1,0,1,0
100.9,78,1,0,1,0
34.1,62,0,1,1,0
88.2,124,1,0,1,0
109.9,118,1,0,1,0
59.0,44,1,0,1,0
50.1,46,1,0,1,0
101.1,99,1,0,1,0
41.2,131,1,0,0,1
177.6,144,0,1,0,1
137.1,25,0,1,0,1
40.3,88,0,1,1,0
169.9,174,0,1,0,1
83.2,2,1,0,0,1
38.7,53,0,1,1,0
93.1,95,1,0,1,0
23.7,161,0,1,0,1
64.9,159,1,0,0,1
52.4,25,0,1,0,1
37.9,89,1,0,1,0
161.3,146,0,1,0,1
82.8,5,1,0,0,1
107.3,142,1,0,1,0
8.8,14,0,1,0,1
41.9,38,0,1,1,0
134.0,171,0,1,0,1
175.3,15,0,1,0,1
40.7,66,1,0,1,0
107.8,176,1,0,0,1
121.6,130,1,0,1,0
46.2,168,1,0,0,1
91.1,66,1,0,1,0
118.4,149,1,0,1,0
83.7,30,1,0,1,0
162.6,113,0,1,1,0
154.0,92,0,1,1,0
34.6,81,0,1,1,0
122.1,130,0,1,0,1
29.0,142,1,0,1,0
38.4,13,1,0,0,1
39.3,123,1,0,0,1
155.8,87,0,1,1,0
140.2,126,0,1,0,1
52.3,72,0,1,1,0
97.6,17,1,0,1,0
120.3,53,0,1,0,1
116.3,116,1,0,1,0
148.6,45,0,1,1,0
174.6,30,0,1,0,1
164.7,35,0,1,0,1
94.0,7,1,0,0,1
42.7,175,1,0,0,1
173.5,19,0,1,1,0
168.4,133,0,1,1,0
173.1,46,0,1,0,1
147.3,65,0,1,1,0
46.0,64,0,1,0,1
63.3,36,1,0,1,0
18.5,33,0,1,1,0
82.5,41,1,0,1,0
174.0,71,0,1,1,0
25.8,105,0,1,1,0
158.6,166,0,1,0,1
79.6,106,1,0,1,0
174.5,102,0,1,1,0
56.5,163,0,1,0,1
6.1,168,0,1,0,1
33.2,12,1,0,1,0
144.0,131,1,0,0,1
29.8,14,0,1,0,1
68.5,48,1,0,0,1
143.1,169,1,0,0,1
67.2,46,1,0,0,1
166.0,164,0,1,0,1
174.1,62,0,1,1,0
47.8,68,0,1,1,0
20.6,142,0,1,0,1
42.9,170,1,0,0,1
121.3,87,1,0,1,0
81.5,136,1,0,1,0
137.2,140,0,1,1,0
137.4,63,0,1,1,0
58.0,177,1,0,0,1
102.1,86,1,0,1,0
31.7,2,1,0,0,1
129.1,144,1,0,0,1
122.5,61,1,0,1,0
53.5,148,1,0,0,1
59.9,49,1,0,0,1
22.8,129,0,1,0,1
20.9,131,0,1,0,1
132.3,84,1,0,1,0
25.8,148,0,1,1,0
171.3,88,0,1,1,0
137.9,79,0,1,1,0
157.0,120,0,1,0,1
36.5,110,1,0,1,0
20.7,170,0,1,0,1
179.4,128,0,1,1,0
156.1,118,0,1,1,0
167.2,147,0,1,1,0
155.6,172,0,1,0,1
65.4,4,1,0,0,1
20.5,89,0,1,1,0
83.1,128,1,0,0,1
80.0,17,1,0,0,1
55.2,98,1,0,1,0
149.5,120,0,1,1,0
50.4,174,1,0,0,1
131.9,136,1,0,0,1
165.9,168,0,1,0,1
99.5,72,1,0,0,1
31.3,168,0,1,0,1
15.8,159,0,1,0,1
148.2,2,1,0,0,1
55.8,32,0,1,0,1
52.7,26,0,1,1,0
1.3,37,0,1,0,1
73.6,174,1,0,0,1
14.8,125,0,1,1,0
39.7,87,1,0,1,0
54.4,63,1,0,0,1
48.5,36,1,0,0,1
163.7,84,0,1,1,0
156.2,149,0,1,0,1
128.4,8,1,0,0,1
68.4,93,1,0,1,0
148.4,64,0,1,1,0
72.2,81,1,0,1,0
24.9,145,1,0,0,1
60.5,0,1,0,0,1
130.1,123,1,0,1,0
24.6,87,1,0,1,0
27.0,135,0,1,0,1
41.7,59,0,1,1,0
67.6,5,1,0,0,1
57.4,127,1,0,0,1
17.6,8,0,1,0,1
138.8,118,0,1,1,0
38.0,88,1,0,1,0
122.9,93,0,1,1,0
100.7,106,1,0,1,0
170.0,126,0,1,0,1
60.8,121,1,0,1,0
53.7,24,1,0,0,1
88.5,17,1,0,0,1
35.0,142,0,1,0,1
151.7,81,0,1,1,0
123.7,45,0,1,0,1
111.7,84,0,1,1,0
4.8,125,0,1,0,1
81.2,170,1,0,0,1
133.7,143,0,1,1,0
175.1,109,0,1,1,0
120.7,102,1,0,1,0
0.6,87,0,1,1,0
122.5,47,0,1,1,0
148.1,134,1,0,1,0
179.3,125,0,1,0,1
104.2,122,1,0,1,0
31.1,9,0,1,0,1
49.5,38,1,0,1,0
123.7,120,1,0,1,0
126.4,72,1,0,1,0
114.9,109,1,0,1,0
2.9,158,0,1,0,1
40.1,122,0,1,1,0
136.4,35,0,1,0,1
69.9,133,1,0,1,0
147.9,10,0,1,0,1
122.9,146,1,0,0,1
33.7,79,0,1,1,0
141.4,167,0,1,0,1
84.5,135,1,0,0,1
127.7,25,0,1,0,1
108.0,19,1,0,0,1
125.2,4,1,0,0,1
137.2,144,0,1,1,0
88.9,52,1,0,0,1
101.2,16,1,0,0,1
149.0,103,0,1,1,0
47.1,93,0,1,1,0
74.2,20,1,0,0,1
1.1,173,0,1,0,1
54.7,98,1,0,1,0
148.6,45,0,1,1,0
118.7,79,0,1,1,0
63.8,141,0,1,1,0
130.6,98,1,0,1,0
34.4,133,1,0,0,1
69.5,9,1,0,0,1
100.6,149,1,0,0,1
9.4,42,1,0,1,0
84.7,77,1,0,1,0
100.7,126,1,0,0,1
171.9,117,0,1,1,0
112.3,108,0,1,1,0
13.4,48,0,1,1,0
124.9,19,1,0,0,1
31.5,28,1,0,1,0
119.7,75,1,0,1,0
90.6,116,1,0,1,0
168.7,103,0,1,0,1
165.6,83,0,1,1,0
155.1,133,0,1,1,0
94.0,26,1,0,0,1
104.3,136,1,0,1,0
45.3,21,1,0,0,1
125.0,73,0,1,1,0
122.8,121,0,1,1,0
159.1,133,0,1,1,0
167.1,111,0,1,1,0
3.9,85,0,1,1,0
43.7,58,1,0,0,1
57.9,143,1,0,1,0
20.2,150,1,0,1,0
35.7,47,0,1,0,1
99.9,134,1,0,1,0
171.0,113,0,1,1,0
77.0,107,1,0,0,1
76.7,138,1,0,1,0
122.5,86,1,0,1,0
168.2,133,0,1,1,0
93.0,153,1,0,0,1
43.5,134,1,0,1,0
148.9,151,0,1,1,0
110.1,146,1,0,0,1
144.2,20,0,1,0,1
27.3,115,1,0,1,0
113.4,15,0,1,0,1
114.6,137,1,0,0,1
162.7,158,0,1,0,1
179.0,2,0,1,0,1
85.4,132,1,0,1,0
158.3,173,0,1,0,1
123.3,121,1,0,1,0
22.4,47,0,1,1,0
127.5,145,1,0,1,0
96.1,135,1,0,0,1
148.2,93,0,1,1,0
93.5,129,1,0,1,0
176.7,121,0,1,0,1
166.8,161,0,1,0,1
24.1,112,0,1,1,0
96.4,142,1,0,0,1
66.6,164,1,0,0,1
112.2,122,0,1,0,1
157.7,156,0,1,0,1
25.5,49,0,1,1,0
115.3,72,0,1,1,0
153.7,128,0,1,1,0
91.7,42,1,0,0,1
42.0,165,0,1,0,1
172.1,152,0,1,0,1
1.8,166,0,1,0,1
11.5,85,0,1,1,0
57.7,147,1,0,1,0
23.1,66,0,1,1,0
106.8,167,1,0,0,1
4.7,80,0,1,1,0
109.3,161,1,0,0,1
158.2,5,0,1,0,1
140.5,77,0,1,1,0
135.7,143,0,1,0,1
153.0,146,0,1,0,1
69.5,86,1,0,1,0
100.1,93,1,0,1,0
88.6,170,1,0,0,1
175.9,162,0,1,0,1
12.6,40,0,1,0,1
108.5,139,1,0,1,0
163.0,115,0,1,0,1
4.6,31,0,1,0,1
18.9,44,0,1,0,1
65.5,107,1,0,1,0
163.3,158,0,1,0,1
108.3,85,1,0,1,0
137.7,137,0,1,0,1
61.4,62,1,0,1,0
173.5,179,0,1,0,1
122.4,35,0,1,0,1
178.0,66,0,1,1,0
65.1,55,1,0,1,0
179.2,145,0,1,1,0
170.7,67,0,1,1,0
33.0,50,0,1,1,0
29.7,64,0,1,1,0
60.6,38,1,0,0,1
163.8,179,0,1,0,1
149.9,84,0,1,1,0
142.6,75,0,1,0,1
57.6,110,1,0,1,0
87.8,178,1,0,0,1
145.8,129,0,1,0,1
15.7,109,0,1,1,0
137.1,157,0,1,0,1
37.7,138,0,1,0,1
132.4,153,0,1,0,1
156.5,142,0,1,0,1
25.7,81,0,1,1,0
37.0,78,0,1,1,0
75.5,76,1,0,1,0
124.8,96,1,0,1,0
40.0,162,1,0,0,1
157.6,129,0,1,1,0
103.5,60,1,0,1,0
139.8,173,0,1,0,1
50.8,6,1,0,0,1
82.2,164,1,0,0,1
76.1,172,1,0,0,1
50.1,151,1,0,0,1
96.8,111,1,0,1,0
65.3,11,1,0,0,1
74.2,121,1,0,1,0
136.8,166,0,1,0,1
104.8,12,1,0,0,1
130.7,159,0,1,0,1
154.7,137,0,1,0,1
110.1,140,0,1,0,1
41.5,142,1,0,0,1
124.6,17,0,1,0,1
131.8,147,1,0,0,1
86.8,141,1,0,0,1
102.8,69,1,0,0,1
165.3,78,0,1,1,0
36.7,47,1,0,0,1
91.0,36,1,0,0,1
96.6,40,1,0,1,0
96.0,131,1,0,1,0
29.4,99,1,0,1,0
14.2,144,0,1,0,1
127.2,99,1,0,1,0
120.7,3,1,0,0,1
19.4,30,0,1,0,1
20.4,69,0,1,1,0
98.7,103,1,0,1,0
127.0,64,0,1,1,0
177.0,65,0,1,1,0
102.7,5,1,0,0,1
94.2,142,1,0,0,1
97.0,99,0,1,1,0
115.1,176,1,0,0,1
34.5,158,0,1,0,1
165.1,68,0,1,1,0
90.0,16,1,0,0,1
170.2,163,0,1,0,1
88.0,52,1,0,1,0
130.2,118,0,1,1,0
29.6,102,0,1,1,0
38.8,89,1,0,1,0
143.0,171,0,1,0,1
122.1,13,0,1,0,1
138.9,148,1,0,1,0
136.9,41,1,0,1,0
3.9,95,0,1,1,0
132.4,58,0,1,1,0
19.5,143,0,1,0,1
90.3,58,1,0,1,0
113.6,61,1,0,1,0
123.7,102,1,0,1,0
46.2,61,1,0,1,0
42.1,84,1,0,1,0
125.2,53,1,0,1,0
148.0,141,1,0,0,1
18.7,4,0,1,0,1
147.7,39,1,0,0,1
154.8,22,0,1,0,1
119.4,102,0,1,1,0
30.2,24,0,1,0,1
5.6,170,0,1,0,1
99.3,148,1,0,0,1
1.7,68,0,1,1,0
39.5,157,0,1,0,1
106.4,78,1,0,1,0
48.4,117,1,0,1,0
170.1,7,0,1,0,1
3.1,168,0,1,0,1
171.8,46,0,1,0,1
128.1,109,0,1,1,0
24.8,72,0,1,1,0
64.9,76,1,0,1,0
6.8,109,0,1,1,0
123.9,78,1,0,1,0
2.5,80,0,1,1,0
31.8,122,0,1,1,0
72.6,178,1,0,0,1
75.5,16,1,0,0,1
47.9,3,1,0,0,1
0.8,72,0,1,1,0
141.1,19,0,1,0,1
70.1,176,1,0,0,1
30.4,37,0,1,0,1
68.9,133,1,0,0,1
2.8,13,0,1,0,1
83.3,69,1,0,1,0
134.7,12,0,1,0,1
106.0,157,1,0,1,0
108.0,125,0,1,1,0
142.6,116,1,0,0,1
155.4,102,0,1,1,0
163.0,29,0,1,0,1
169.2,67,0,1,1,0
155.2,177,0,1,0,1
17.3,26,0,1,0,1
167.8,154,0,1,0,1
9.6,19,0,1,0,1
179.1,161,0,1,0,1
82.5,64,1,0,0,1
131.3,42,1,0,1,0
49.2,72,1,0,1,0
30.0,48,0,1,1,0
142.9,177,0,1,0,1
105.9,108,1,0,1,0
177.6,108,0,1,0,1
127.6,57,0,1,0,1
9.1,2,0,1,0,1
100.1,76,1,0,1,0
46.0,135,1,0,1,0
172.7,63,0,1,0,1
146.1,8,0,1,0,1
140.5,76,1,0,1,0
5.3,126,0,1,0,1
169.4,7,0,1,0,1
61.4,56,1,0,1,0
135.6,35,1,0,1,0
66.8,168,1,0,0,1
80.3,145,1,0,0,1
69.7,152,1,0,0,1
154.0,56,1,0,1,0
118.9,171,1,0,0,1
96.5,117,1,0,0,1
25.7,151,0,1,0,1
149.6,162,0,1,0,1
84.1,163,1,0,0,1
141.6,174,1,0,0,1
48.6,27,1,0,0,1
58.3,99,1,0,1,0
39.0,127,0,1,1,0
133.7,169,0,1,0,1
137.1,80,1,0,1,0
148.7,70,0,1,1,0
41.9,159,1,0,0,1
139.4,75,0,1,1,0
157.1,176,0,1,0,1
68.9,105,1,0,1,0
107.9,8,1,0,0,1
35.4,42,0,1,1,0
93.8,24,1,0,0,1
172.0,14,0,1,0,1
30.8,22,0,1,0,1
95.9,108,1,0,1,0
113.4,91,1,0,1,0
3.6,7,0,1,1,0
79.9,133,1,0,1,0
27.4,131,0,1,1,0
89.8,31,1,0,0,1
93.1,4,1,0,0,1
142.5,50,0,1,1,0
63.0,111,1,0,0,1
170.6,140,0,1,0,1
84.9,107,1,0,1,0
64.7,112,1,0,1,0
37.9,178,1,0,0,1
32.2,28,1,0,0,1
56.3,27,1,0,1,0
77.6,66,1,0,1,0
145.2,135,0,1,0,1
166.9,162,0,1,0,1
120.5,85,1,0,1,0
38.8,104,1,0,1,0
83.9,2,1,0,0,1
128.1,49,0,1,1,0
0.4,49,0,1,1,0
109.6,172,1,0,0,1
49.0,42,0,1,1,0
122.6,59,1,0,1,0
134.1,102,0,1,1,0
116.3,119,1,0,1,0
50.8,6,1,0,1,0
47.9,170,1,0,0,1
172.0,12,0,1,0,1
10.6,57,0,1,1,0
166.6,131,0,1,0,1
160.7,59,0,1,1,0
167.1,89,0,1,1,0
172.0,73,0,1,1,0
58.4,84,1,0,1,0
18.1,85,0,1,1,0
39.3,170,0,1,0,1
24.5,73,0,1,1,0
19.1,143,0,1,0,1
69.8,77,1,0,1,0
31.9,147,0,1,0,1
13.8,68,0,1,1,0
56.3,22,0,1,0,1
176.0,115,0,1,0,1
142.2,158,0,1,1,0
162.7,152,0,1,0,1
63.0,117,1,0,0,1
60.7,48,1,0,1,0
72.8,7,0,1,0,1
25.5,150,0,1,0,1
95.5,23,1,0,0,1
85.7,80,1,0,1,0
24.0,73,0,1,1,0
76.9,154,1,0,0,1
