alpha,X,Y
177.5,0,1
116.9,1,0
42.4,1,0
89.0,0,1
176.9,0,1
175.5,0,1
104.3,0,1
114.9,1,0
3.6,1,0
95.4,1,0
130.0,1,0
44.7,1,0
113.4,0,1
159.8,1,0
74.8,0,1
148.6,1,0
136.1,1,0
96.7,1,0
17.3,0,1
19.8,1,0
12.3,1,0
16.5,0,1
45.4,0,1
87.8,0,1
90.4,1,0
35.5,1,0
143.3,0,1
34.7,1,0
28.0,1,0
171.8,1,0
57.1,0,1
57.5,0,1
74.6,0,1
35.4,1,0
96.7,1,0
162.9,0,1
111.3,0,1
116.4,0,1
148.3,1,0
146.3,1,0
128.9,0,1
166.6,0,1
136.5,1,0
141.1,1,0
133.7,1,0
104.5,0,1
42.6,1,0
19.2,0,1
76.2,1,0
100.9,1,0
72.0,0,1
171.2,0,1
136.1,1,0
71.5,0,1
29.0,1,0
5.5,0,1
50.5,0,1
110.3,1,0
46.0,1,0
146.1,0,1
36.4,1,0
54.8,0,1
115.7,0,1
97.2,1,0
66.5,1,0
49.6,1,0
29.8,0,1
119.8,1,0
170.6,1,0
178.6,0,1
99.8,1,0
72.0,0,1
3.9,0,1
141.3,1,0
81.2,0,1
89.2,1,0
43.5,0,1
151.0,0,1
92.5,0,1
178.5,1,0
163.2,0,1
28.6,1,0
162.2,1,0
76.5,0,1
140.3,0,1
143.7,0,1
80.5,1,0
37.7,0,1
41.3,0,1
118.5,0,1
30.2,1,0
50.0,1,0
161.3,1,0
20.0,0,1
36.6,0,1
179.8,0,1
164.9,0,1
144.2,0,1
126.0,0,1
166.8,0,1
66.5,1,0
172.4,0,1
105.6,0,1
29.1,1,0
32.7,1,0
81.7,0,1
3.1,0,1
145.3,1,0
69.9,1,0
30.2,0,1
88.7,0,1
39.9,0,1
160.7,1,0
106.7,1,0
139.3,1,0
46.8,1,0
99.6,0,1
150.5,0,1
166.6,0,1
56.0,1,0
96.4,1,0
21.4,0,1
11.8,0,1
144.6,0,1
22.6,0,1
174.8,1,0
133.7,1,0
58.2,0,1
178.5,0,1
27.2,0,1
40.3,0,1
110.1,1,0
157.7,1,0
79.9,1,0
62.5,0,1
27.4,1,0
19.6,1,0
19.1,1,0
65.6,1,0
61.6,0,1
2.4,0,1
176.2,0,1
174.6,1,0
22.3,0,1
14.6,0,1
131.9,0,1
105.4,1,0
112.6,0,1
62.3,1,0
133.5,1,0
115.0,0,1
46.6,0,1
18.3,0,1
65.4,1,0
121.4,1,0
98.8,1,0
76.8,1,0
128.6,1,0
66.9,0,1
109.3,0,1
125.6,1,0
145.1,0,1
93.9,1,0
59.0,1,0
19.0,1,0
96.4,1,0
151.9,0,1
75.5,0,1
3.0,0,1
101.9,0,1
101.5,0,1
106.9,0,1
52.4,1,0
41.7,0,1
67.2,1,0
34.8,1,0
20.5,0,1
89.5,0,1
22.4,0,1
103.9,1,0
110.7,0,1
8.0,0,1
44.9,0,1
92.5,1,0
113.1,0,1
169.1,0,1
122.2,1,0
178.7,1,0
76.6,0,1
37.2,0,1
40.8,0,1
2.5,1,0
16.5,0,1
120.3,0,1
30.2,0,1
48.2,1,0
18.8,0,1
102.9,0,1
115.3,1,0
28.0,0,1
91.5,1,0
148.4,1,0
87.5,1,0
82.2,0,1
13.0,1,0
9.2,1,0
45.5,1,0
144.5,1,0
152.9,1,0
51.5,0,1
40.8,1,0
178.0,0,1
58.2,1,0
35.3,1,0
149.2,0,1
37.9,1,0
39.4,0,1
85.7,1,0
27.4,0,1
109.9,0,1
52.3,0,1
78.6,1,0
164.8,1,0
151.3,0,1
48.6,1,0
179.6,1,0
27.6,0,1
103.8,1,0
42.6,0,1
176.3,0,1
48.1,1,0
144.6,1,0
7.1,0,1
60.4,1,0
13.0,0,1
70.4,1,0
71.5,0,1
161.3,1,0
73.6,1,0
6.3,0,1
6.5,1,0
88.5,1,0
43.3,1,0
141.0,0,1
28.9,0,1
162.2,0,1
16.2,1,0
32.9,1,0
74.5,0,1
73.0,0,1
177.3,1,0
0.4,0,1
15.9,1,0
159.3,1,0
45.9,0,1
171.2,0,1
137.8,0,1
121.9,1,0
109.0,1,0
32.3,1,0
11.2,1,0
52.2,1,0
41.2,0,1
99.0,1,0
126.9,0,1
73.7,1,0
44.0,0,1
161.7,1,0
84.7,1,0
175.8,0,1
100.4,1,0
53.2,0,1
67.0,1,0
116.4,1,0
172.0,1,0
75.8,0,1
139.8,1,0
149.3,1,0
153.6,1,0
135.3,0,1
53.2,1,0
10.3,1,0
145.5,0,1
161.1,1,0
77.2,0,1
28.7,0,1
74.1,1,0
7.1,0,1
164.2,0,1
57.4,1,0
134.7,1,0
31.7,1,0
100.5,1,0
76.7,0,1
143.2,0,1
66.3,1,0
53.4,0,1
140.1,0,1
118.2,1,0
83.2,0,1
71.8,0,1
7.0,0,1
116.5,0,1
46.5,1,0
91.1,0,1
107.2,0,1
124.1,0,1
136.8,0,1
146.7,0,1
69.5,0,1
29.2,0,1
126.4,0,1
157.4,1,0
81.4,1,0
90.5,0,1
156.9,0,1
148.2,0,1
47.9,1,0
54.4,1,0
163.7,0,1
20.0,1,0
91.7,0,1
171.1,1,0
179.1,1,0
114.5,0,1
140.5,0,1
95.6,0,1
159.5,0,1
96.7,0,1
167.0,0,1
96.3,0,1
172.6,0,1
114.9,1,0
8.8,1,0
19.2,1,0
122.8,1,0
176.9,1,0
85.1,1,0
25.3,0,1
46.3,0,1
92.3,1,0
57.6,0,1
170.0,0,1
55.4,0,1
166.4,0,1
89.3,0,1
143.6,0,1
38.6,1,0
95.9,1,0
28.3,0,1
60.4,1,0
78.4,1,0
105.6,1,0
141.0,0,1
159.9,1,0
93.4,0,1
143.0,0,1
74.8,0,1
16.8,1,0
2.8,0,1
5.2,1,0
137.7,1,0
10.0,1,0
108.9,0,1
168.7,0,1
108.5,0,1
85.7,1,0
53.1,1,0
160.9,0,1
5.1,0,1
173.3,1,0
63.6,1,0
149.5,1,0
124.7,1,0
21.2,0,1
112.6,0,1
11.8,0,1
169.8,1,0
49.9,1,0
65.7,0,1
29.5,1,0
31.2,1,0
74.6,0,1
65.4,1,0
60.7,0,1
46.6,1,0
94.9,1,0
116.4,1,0
88.7,0,1
107.6,0,1
105.2,0,1
152.2,0,1
49.7,1,0
6.0,0,1
178.7,0,1
67.8,1,0
7.3,0,1
87.7,1,0
51.7,0,1
102.5,0,1
174.3,0,1
65.3,1,0
36.0,0,1
64.5,0,1
76.3,0,1
153.9,0,1
63.5,0,1
80.1,1,0
136.5,0,1
79.6,1,0
165.9,0,1
28.4,1,0
173.6,0,1
159.3,0,1
37.3,0,1
170.9,1,0
138.4,1,0
142.5,0,1
33.5,0,1
22.5,0,1
21.5,0,1
149.0,0,1
142.5,0,1
148.5,0,1
62.4,0,1
11.6,0,1
45.3,1,0
103.0,1,0
88.9,0,1
98.7,1,0
155.9,1,0
28.2,1,0
156.3,0,1
162.5,0,1
38.7,0,1
152.3,1,0
24.2,0,1
41.0,1,0
40.8,1,0
7.5,0,1
104.9,1,0
116.5,0,1
122.9,0,1
14.5,1,0
146.3,1,0
151.0,1,0
140.7,0,1
159.9,1,0
157.0,1,0
139.3,1,0
62.4,1,0
175.3,0,1
122.4,1,0
176.7,0,1
20.1,1,0
140.2,1,0
159.8,1,0
5.1,1,0
123.2,1,0
40.5,0,1
10.3,0,1
66.5,1,0
74.4,0,1
77.0,0,1
26.2,0,1
102.8,0,1
109.4,0,1
163.1,0,1
78.9,0,1
38.1,0,1
40.9,0,1
155.2,0,1
149.7,1,0
11.5,1,0
116.6,1,0
91.7,0,1
162.6,0,1
179.3,0,1
48.7,1,0
95.0,1,0
72.8,1,0
152.1,0,1
3.5,1,0
61.7,0,1
114.5,0,1
8.4,1,0
84.0,1,0
74.4,1,0
143.4,1,0
100.2,1,0
22.7,0,1
95.0,1,0
66.6,0,1
151.1,0,1
30.0,0,1
7.5,0,1
169.9,0,1
113.9,0,1
74.7,1,0
100.4,1,0
23.8,0,1
23.6,0,1
155.9,1,0
50.4,1,0
14.3,1,0
165.9,0,1
179.8,1,0
104.3,1,0
134.0,1,0
168.6,0,1
34.3,1,0
106.7,1,0
69.0,0,1
29.3,1,0
66.1,0,1
83.5,1,0
88.6,0,1
145.5,1,0
89.4,1,0
175.1,0,1
122.2,1,0
135.1,1,0
14.2,1,0
178.1,0,1
149.3,0,1
175.4,0,1
92.5,1,0
146.5,0,1
17.2,1,0
100.4,1,0
94.2,1,0
65.2,0,1
66.9,1,0
53.3,1,0
74.4,1,0
98.8,1,0
159.5,1,0
68.6,1,0
6.9,1,0
127.2,0,1
174.2,1,0
28.9,1,0
107.3,0,1
11.4,1,0
153.0,1,0
132.8,0,1
56.7,1,0
165.0,1,0
79.6,1,0
55.4,1,0
146.2,1,0
163.2,1,0
43.5,1,0
158.8,0,1
167.9,1,0
139.8,1,0
166.4,1,0
61.7,0,1
123.5,1,0
97.5,1,0
92.0,0,1
56.9,1,0
129.6,0,1
35.5,1,0
13.4,0,1
88.4,0,1
94.7,0,1
125.2,1,0
5.8,0,1
122.5,1,0
69.1,1,0
153.8,0,1
60.1,0,1
140.9,1,0
112.9,0,1
87.1,1,0
145.5,0,1
105.0,1,0
175.2,1,0
98.6,0,1
60.3,1,0
152.4,0,1
92.8,1,0
153.9,0,1
127.8,1,0
2.5,1,0
58.0,0,1
37.3,1,0
103.5,1,0
116.5,1,0
52.1,1,0
55.1,1,0
39.3,1,0
53.7,1,0
59.4,1,0
96.5,1,0
33.8,0,1
134.4,1,0
63.0,0,1
126.4,1,0
101.4,0,1
73.6,0,1
10.7,1,0
115.8,1,0
82.3,0,1
175.4,0,1
65.1,1,0
7.5,1,0
54.3,1,0
96.1,1,0
149.0,0,1
57.3,1,0
25.7,0,1
120.2,1,0
11.4,0,1
49.4,0,1
150.6,0,1
168.4,0,1
8.3,0,1
31.6,0,1
146.0,1,0
142.5,1,0
35.4,1,0
119.4,1,0
138.5,0,1
73.2,1,0
121.7,0,1
130.5,1,0
26.7,0,1
42.7,0,1
164.3,1,0
45.2,0,1
163.1,1,0
106.0,0,1
88.6,1,0
174.2,0,1
167.7,1,0
131.3,0,1
133.0,1,0
62.8,0,1
75.5,0,1
111.5,1,0
39.9,1,0
0.9,0,1
94.6,0,1
30.5,0,1
29.4,0,1
135.3,1,0
63.1,0,1
79.3,0,1
137.9,1,0
108.9,1,0
77.9,1,0
19.1,0,1
44.4,0,1
32.5,0,1
41.2,0,1
82.1,1,0
13.2,0,1
96.2,1,0
46.3,1,0
179.5,0,1
46.6,0,1
70.7,0,1
163.1,1,0
172.2,1,0
18.8,0,1
32.0,1,0
68.3,1,0
70.2,1,0
43.4,1,0
121.8,1,0
9.6,1,0
26.3,0,1
96.3,1,0
168.5,1,0
48.0,1,0
23.3,1,0
33.1,1,0
26.8,1,0
81.7,1,0
54.4,1,0
171.6,0,1
157.8,1,0
42.6,1,0
148.4,1,0
166.3,0,1
153.3,1,0
111.5,1,0
37.2,0,1
100.1,1,0
37.6,1,0
173.4,0,1
73.9,0,1
171.9,0,1
130.1,0,1
109.2,0,1
124.6,0,1
49.8,1,0
109.6,0,1
149.8,1,0
121.4,1,0
1.5,1,0
97.7,0,1
94.9,1,0
81.5,0,1
171.0,1,0
149.2,0,1
132.7,1,0
102.3,1,0
21.0,0,1
166.4,1,0
61.9,1,0
156.4,0,1
130.9,0,1
137.7,1,0
74.3,0,1
78.9,0,1
143.2,1,0
33.6,1,0
33.7,1,0
76.9,1,0
168.3,1,0
106.8,1,0
12.9,0,1
100.7,1,0
5.9,1,0
47.1,1,0
31.4,1,0
129.6,1,0
153.8,0,1
21.8,1,0
152.6,0,1
164.5,1,0
12.4,0,1
161.6,0,1
169.7,1,0
75.3,1,0
153.2,1,0
85.4,0,1
162.8,1,0
146.5,1,0
98.4,0,1
148.4,0,1
70.1,1,0
27.5,1,0
25.9,1,0
76.7,1,0
145.5,1,0
117.5,1,0
164.6,0,1
60.7,1,0
6.9,1,0
45.7,0,1
132.7,1,0
125.5,0,1
59.3,0,1
98.0,0,1
148.6,0,1
120.7,0,1
161.2,1,0
28.6,1,0
53.2,1,0
152.6,1,0
80.7,0,1
36.0,1,0
56.0,1,0
133.0,1,0
132.7,1,0
129.5,0,1
41.2,1,0
156.9,1,0
79.1,0,1
141.7,0,1
105.9,1,0
148.9,1,0
73.1,1,0
178.2,1,0
13.2,1,0
131.5,1,0
80.8,1,0
46.0,1,0
170.5,1,0
147.8,0,1
82.8,0,1
37.2,0,1
63.5,0,1
17.2,1,0
122.2,0,1
160.7,0,1
146.3,1,0
165.5,1,0
162.3,0,1
83.3,1,0
174.4,1,0
35.4,0,1
18.6,1,0
108.1,1,0
97.9,0,1
179.8,0,1
1.5,0,1
50.6,1,0
160.4,0,1
64.5,0,1
32.4,1,0
26.7,0,1
142.2,0,1
165.0,1,0
54.8,0,1
36.5,1,0
131.9,0,1
129.2,1,0
62.6,0,1
109.8,1,0
72.1,0,1
154.3,0,1
122.4,1,0
98.9,1,0
114.0,1,0
45.6,1,0
166.5,1,0
136.0,0,1
21.3,0,1
157.5,1,0
125.6,0,1
129.7,0,1
10.4,1,0
4.6,1,0
167.6,1,0
84.5,1,0
18.8,1,0
129.9,0,1
112.7,1,0
21.0,0,1
15.6,1,0
92.4,1,0
28.9,1,0
15.6,0,1
82.6,0,1
85.3,0,1
0.9,0,1
118.4,1,0
166.3,0,1
67.5,0,1
72.7,1,0
45.4,1,0
88.0,0,1
60.8,0,1
33.9,1,0
144.6,0,1
17.5,1,0
149.4,0,1
38.8,0,1
135.6,0,1
154.2,0,1
54.7,1,0
29.3,1,0
79.7,1,0
170.3,1,0
168.7,1,0
67.5,0,1
124.3,1,0
152.7,1,0
159.1,1,0
32.2,1,0
1.6,1,0
59.5,1,0
29.4,1,0
152.2,0,1
81.1,1,0
53.6,1,0
14.2,0,1
59.5,0,1
93.4,1,0
37.0,0,1
152.2,0,1
121.0,0,1
60.3,1,0
86.9,0,1
114.4,1,0
110.2,1,0
45.7,0,1
127.7,0,1
128.1,0,1
19.5,1,0
14.4,0,1
159.9,1,0
113.4,0,1
147.7,0,1
52.2,1,0
179.1,1,0
121.7,1,0
3.5,1,0
16.7,1,0
22.8,1,0
8.7,0,1
5.9,0,1
128.2,0,1
64.1,1,0
38.6,0,1
55.5,0,1
129.7,1,0
14.4,1,0
69.8,1,0
82.2,0,1
179.3,0,1
66.6,1,0
131.8,1,0
40.9,0,1
149.1,1,0
16.6,0,1
159.9,1,0
53.2,0,1
37.0,1,0
74.2,0,1
141.6,1,0
111.4,1,0
86.7,1,0
13.2,1,0
44.4,1,0
152.5,0,1
27.5,1,0
45.6,0,1
179.7,0,1
16.6,1,0
99.4,1,0
150.5,1,0
4.4,0,1
80.9,1,0
133.6,1,0
66.1,1,0
110.2,1,0
46.0,1,0
6.3,0,1
7.3,1,0
32.2,0,1
26.6,0,1
94.0,0,1
113.8,0,1
105.8,1,0
41.9,0,1
84.3,1,0
169.7,0,1
155.7,0,1
115.0,1,0
61.0,0,1
78.5,0,1
112.4,0,1
120.0,0,1
65.3,0,1
163.8,0,1
161.3,0,1
159.3,1,0
94.6,1,0
98.2,0,1
118.9,0,1
76.8,1,0
85.6,1,0
179.9,0,1
176.8,0,1
142.9,1,0
151.4,1,0
84.1,0,1
10.9,1,0
172.6,0,1
133.3,0,1
50.4,1,0
122.0,1,0
111.0,1,0
96.7,0,1
42.7,1,0
56.3,1,0
131.7,0,1
25.5,0,1
48.7,0,1
56.4,0,1
66.6,0,1
152.7,0,1
70.7,0,1
15.5,0,1
171.3,1,0
10.2,1,0
22.9,1,0
120.4,1,0
173.0,0,1
41.8,0,1
94.1,0,1
100.3,1,0
122.2,0,1
1.3,0,1
91.7,0,1
14.4,0,1
94.5,0,1
70.7,0,1
51.6,0,1
134.3,1,0
51.7,1,0
32.3,0,1
171.1,0,1
24.5,0,1
61.2,1,0
170.4,0,1
45.7,1,0
117.2,1,0
46.1,0,1
99.0,0,1
177.1,0,1
126.8,1,0
30.8,0,1
78.0,1,0
44.6,1,0
127.4,0,1
95.4,1,0
39.2,0,1
165.8,0,1
159.5,0,1
36.9,0,1
141.5,0,1
179.0,0,1
106.4,0,1
176.3,1,0
35.4,1,0
100.6,0,1
4.3,1,0
107.6,0,1
137.4,1,0
123.4,1,0
18.4,1,0
80.8,0,1
59.0,1,0
154.4,1,0
27.5,1,0
125.8,0,1
104.8,0,1
0.9,0,1
102.6,0,1
48.4,1,0
102.8,0,1
169.0,1,0
68.3,0,1
119.1,1,0
82.0,1,0
9.4,1,0
98.8,0,1
104.8,1,0
112.0,1,0
66.4,0,1
104.5,0,1
137.1,1,0
119.3,1,0
79.5,0,1
114.7,1,0
122.3,0,1
143.2,0,1
72.2,1,0
38.2,0,1
77.7,0,1
34.4,1,0
97.3,1,0
38.7,1,0
142.3,1,0
146.0,1,0
177.1,0,1
157.5,1,0
148.9,0,1
169.7,0,1
164.1,0,1
178.2,0,1
93.2,1,0
25.2,1,0
10.5,1,0
118.3,0,1
118.6,1,0
113.5,0,1
11.7,1,0
107.0,0,1
110.6,1,0
120.6,0,1
44.8,1,0
33.0,0,1
50.9,0,1
0.9,0,1
101.3,0,1
137.5,1,0
94.8,0,1
96.0,1,0
84.1,1,0
68.9,0,1
61.6,1,0
146.1,0,1
160.3,0,1
19.0,0,1
43.7,0,1
75.2,0,1
126.3,1,0
12.5,1,0
76.1,0,1
87.2,1,0
133.8,0,1
39.1,1,0
72.8,1,0
77.7,1,0
170.0,1,0
109.8,0,1
126.2,0,1
134.3,0,1
104.6,1,0
161.9,1,0
151.0,1,0
20.7,0,1
103.6,1,0
149.0,0,1
150.8,1,0
83.2,0,1
9.5,1,0
30.9,0,1
48.2,1,0
141.9,1,0
163.7,0,1
6.2,0,1
95.4,1,0
116.2,1,0
55.9,1,0
80.4,1,0
137.9,1,0
175.1,0,1
172.0,1,0
59.1,1,0
37.8,0,1
63.0,0,1
131.1,1,0
165.8,0,1
130.8,1,0
49.5,1,0
150.2,0,1
125.7,1,0
86.7,1,0
63.5,1,0
131.2,0,1
74.3,1,0
108.6,1,0
87.8,1,0
10.2,0,1
112.0,0,1
0.8,0,1
67.7,0,1
62.6,1,0
10.6,0,1
176.5,1,0
63.3,0,1
169.4,1,0
168.1,1,0
50.5,1,0
21.2,1,0
13.2,0,1
70.9,1,0
27.5,1,0
16.5,1,0
127.1,1,0
5.6,0,1
49.2,1,0
111.3,1,0
177.5,1,0
38.6,0,1
60.7,0,1
88.0,0,1
6.5,0,1
174.8,0,1
164.5,0,1
131.2,0,1
125.0,0,1
9.7,1,0
57.5,0,1
161.2,0,1
81.7,0,1
68.6,0,1
66.7,1,0
149.7,1,0
0.6,0,1
122.5,0,1
60.0,1,0
86.9,0,1
23.3,0,1
176.4,0,1
165.4,1,0
156.3,1,0
140.0,1,0
140.8,0,1
147.0,1,0
153.6,1,0
158.4,0,1
54.1,0,1
21.6,0,1
99.5,1,0
65.1,1,0
51.7,1,0
14.2,0,1
24.9,0,1
48.0,1,0
67.4,0,1
69.0,0,1
113.9,0,1
90.1,0,1
163.5,0,1
16.4,0,1
21.5,0,1
22.8,0,1
162.5,0,1
136.9,1,0
75.0,1,0
130.1,1,0
15.3,1,0
100.7,0,1
65.9,1,0
107.8,1,0
148.8,0,1
165.9,0,1
34.8,1,0
162.7,1,0
131.8,1,0
125.2,0,1
45.2,0,1
36.4,0,1
164.9,1,0
175.6,0,1
19.1,0,1
147.3,0,1
130.8,1,0
15.6,0,1
162.3,0,1
129.8,0,1
18.5,0,1
73.6,1,0
66.2,1,0
24.0,0,1
151.0,1,0
9.4,1,0
139.3,1,0
4.2,0,1
94.9,1,0
110.3,1,0
78.7,0,1
17.4,0,1
130.5,1,0
117.2,0,1
34.9,1,0
126.9,1,0
113.6,0,1
68.0,1,0
99.3,0,1
176.6,1,0
118.2,0,1
105.1,0,1
88.8,1,0
69.1,0,1
153.0,0,1
105.1,0,1
54.5,1,0
138.6,1,0
23.3,0,1
67.7,0,1
131.6,1,0
19.1,0,1
161.7,0,1
73.5,0,1
23.0,0,1
159.6,1,0
66.0,0,1
115.5,1,0
0.6,1,0
147.4,1,0
9.5,1,0
82.2,1,0
15.7,1,0
2.4,0,1
154.4,1,0
51.6,1,0
21.5,0,1
132.9,1,0
178.0,0,1
131.0,0,1
44.2,0,1
143.3,0,1
143.6,0,1
88.9,1,0
106.6,0,1
84.4,0,1
50.5,0,1
138.0,0,1
175.5,0,1
151.3,0,1
9.1,0,1
176.0,1,0
2.3,1,0
154.1,1,0
14.9,1,0
164.0,0,1
134.8,1,0
13.0,0,1
8.6,1,0
9.4,1,0
174.4,0,1
135.8,0,1
170.7,1,0
129.4,0,1
145.8,0,1
93.0,1,0
131.1,0,1
53.2,0,1
159.0,0,1
78.7,0,1
134.2,1,0
137.2,0,1
89.8,0,1
14.1,1,0
82.6,1,0
100.2,0,1
36.7,0,1
57.2,1,0
121.6,0,1
114.7,0,1
29.0,1,0
133.4,1,0
75.8,0,1
105.3,0,1
129.9,1,0
98.2,0,1
60.9,0,1
91.8,1,0
14.7,0,1
60.2,1,0
112.3,1,0
111.0,1,0
18.1,0,1
18.6,1,0
25.6,0,1
148.0,0,1
56.7,0,1
146.0,1,0
25.7,1,0
54.7,0,1
123.1,1,0
79.2,1,0
81.0,1,0
138.7,1,0
1.1,1,0
174.4,0,1
60.8,0,1
70.5,0,1
89.0,0,1
11.1,0,1
111.4,0,1
121.7,1,0
34.4,1,0
84.6,0,1
154.6,1,0
170.9,0,1
104.5,0,1
167.6,1,0
11.4,0,1
13.2,0,1
75.6,1,0
23.8,1,0
158.7,0,1
158.4,0,1
136.9,1,0
157.7,0,1
63.5,1,0
123.8,0,1
103.0,0,1
64.8,0,1
64.7,1,0
71.2,1,0
34.4,1,0
115.8,1,0
82.7,1,0
125.7,1,0
64.5,1,0
49.3,0,1
71.0,1,0
55.6,1,0
63.0,0,1
91.7,1,0
31.5,0,1
91.9,0,1
8.6,1,0
39.5,1,0
95.9,0,1
57.1,1,0
172.2,1,0
144.5,0,1
79.0,0,1
7.3,1,0
68.3,1,0
171.1,0,1
133.2,1,0
6.9,1,0
124.4,0,1
106.1,0,1
65.7,1,0
96.2,1,0
36.6,1,0
12.5,0,1
66.5,1,0
86.0,1,0
63.2,1,0
10.2,1,0
11.0,1,0
166.9,1,0
111.9,1,0
52.6,0,1
124.9,1,0
37.0,1,0
86.1,0,1
118.3,1,0
99.0,0,1
16.3,0,1
52.9,1,0
29.8,0,1
8.6,1,0
77.8,0,1
37.5,0,1
111.7,0,1
114.4,0,1
50.7,1,0
11.2,1,0
46.6,0,1
152.6,1,0
6.0,1,0
114.8,1,0
142.2,1,0
54.7,1,0
171.7,0,1
12.5,0,1
67.6,1,0
86.6,1,0
58.9,1,0
75.0,0,1
162.4,1,0
8.9,1,0
55.5,1,0
68.3,0,1
115.7,1,0
142.7,1,0
148.4,1,0
24.2,0,1
12.3,1,0
21.3,0,1
47.1,0,1
154.1,0,1
106.5,0,1
142.4,1,0
9.5,0,1
133.8,0,1
135.6,1,0
109.3,0,1
77.0,0,1
29.4,0,1
29.0,0,1
8.6,1,0
66.4,1,0
99.5,1,0
140.8,0,1
102.4,0,1
174.9,1,0
18.8,0,1
168.3,0,1
109.9,0,1
32.5,1,0
155.4,1,0
146.4,0,1
74.7,1,0
103.2,0,1
147.2,0,1
110.9,0,1
98.3,0,1
19.4,0,1
107.9,0,1
88.9,0,1
37.0,0,1
7.4,1,0
16.5,0,1
138.1,1,0
31.9,0,1
84.9,1,0
178.9,0,1
107.4,1,0
27.1,0,1
76.7,1,0
178.0,1,0
57.9,0,1
42.0,1,0
93.1,1,0
146.8,0,1
108.9,1,0
59.5,0,1
38.2,0,1
83.8,1,0
5.6,0,1
61.4,1,0
8.2,1,0
53.2,1,0
72.4,0,1
1.4,0,1
107.1,0,1
126.0,1,0
174.5,1,0
145.3,1,0
147.8,0,1
47.1,0,1
97.5,1,0
109.4,1,0
107.5,0,1
41.2,0,1
27.4,1,0
47.1,0,1
88.9,1,0
63.0,1,0
19.6,1,0
110.0,1,0
93.1,1,0
28.3,0,1
152.3,0,1
71.3,1,0
38.0,0,1
135.7,1,0
21.5,1,0
144.8,1,0
110.5,0,1
115.4,1,0
124.1,0,1
82.7,1,0
53.3,1,0
78.4,0,1
110.8,0,1
48.3,1,0
104.2,0,1
83.0,0,1
11.4,1,0
40.3,1,0
4.6,0,1
158.1,0,1
38.7,0,1
55.1,0,1
100.4,0,1
138.6,1,0
0.1,0,1
164.6,1,0
139.4,0,1
102.5,1,0
160.6,1,0
87.7,0,1
18.2,1,0
171.2,0,1
115.6,0,1
52.5,1,0
149.3,0,1
135.4,0,1
19.7,0,1
66.5,0,1
153.4,0,1
2.3,1,0
28.6,0,1
46.3,1,0
140.2,0,1
17.4,0,1
141.0,1,0
133.7,0,1
7.4,1,0
53.0,1,0
2.8,0,1
145.3,0,1
92.5,0,1
144.8,1,0
155.5,1,0
7.4,1,0
6.3,0,1
156.2,1,0
179.4,1,0
31.6,1,0
82.3,1,0
117.8,0,1
3.8,0,1
108.4,1,0
52.8,0,1
58.6,1,0
102.8,0,1
157.5,1,0
32.3,0,1
