alpha,beta,Xalpha,Yalpha,Xbeta,Ybeta
78.9,136,1,0,0,1
170.2,42,0,1,0,1
140.8,52,0,1,1,0
81.0,171,0,1,1,0
86.9,15,0,1,1,0
133.3,58,0,1,0,1
135.8,71,0,1,1,0
91.8,79,1,0,1,0
152.6,136,0,1,0,1
46.9,142,1,0,0,1
117.8,59,0,1,0,1
19.2,128,1,0,0,1
143.1,17,0,1,1,0
22.5,40,1,0,1,0
58.9,121,0,1,0,1
130.8,110,0,1,0,1
27.0,21,1,0,1,0
116.9,97,0,1,1,0
179.9,146,1,0,0,1
122.7,29,0,1,1,0
84.3,26,0,1,1,0
51.6,51,1,0,0,1
133.1,126,1,0,0,1
45.2,127,1,0,0,1
75.7,123,0,1,0,1
175.9,32,1,0,1,0
26.4,85,1,0,0,1
133.1,2,0,1,1,0
77.1,171,1,0,0,1
158.7,1,1,0,1,0
31.0,43,1,0,1,0
111.7,1,0,1,1,0
142.8,47,0,1,1,0
89.5,90,0,1,0,1
166.0,15,0,1,1,0
44.2,143,0,1,0,1
38.7,134,1,0,0,1
122.9,176,0,1,1,0
160.5,103,0,1,0,1
84.2,89,0,1,1,0
93.3,7,0,1,1,0
113.2,35,0,1,1,0
174.8,48,1,0,1,0
97.6,57,0,1,0,1
6.5,120,1,0,0,1
20.6,167,1,0,1,0
75.0,38,1,0,1,0
65.5,150,1,0,0,1
25.7,153,1,0,0,1
174.8,148,0,1,0,1
53.2,58,1,0,0,1
23.6,141,1,0,0,1
123.8,39,0,1,1,0
157.3,77,0,1,0,1
169.3,102,0,1,0,1
91.8,83,0,1,0,1
158.0,15,0,1,1,0
52.1,51,1,0,1,0
1.7,56,1,0,0,1
3.1,12,1,0,1,0
108.9,86,0,1,0,1
169.6,92,1,0,0,1
44.7,88,1,0,0,1
45.4,129,1,0,1,0
122.0,149,0,1,0,1
127.8,107,0,1,0,1
59.2,105,1,0,0,1
137.9,0,0,1,1,0
92.7,138,0,1,1,0
81.2,166,0,1,1,0
18.8,156,1,0,0,1
162.3,144,0,1,0,1
124.6,154,0,1,0,1
52.3,87,1,0,0,1
136.2,144,0,1,0,1
78.5,2,0,1,0,1
23.0,42,1,0,1,0
132.3,92,0,1,0,1
141.5,126,0,1,0,1
142.3,18,0,1,1,0
169.2,29,0,1,1,0
73.6,90,0,1,1,0
7.7,109,1,0,0,1
61.8,83,1,0,0,1
169.5,50,1,0,1,0
83.0,124,1,0,0,1
60.1,175,1,0,1,0
76.3,145,1,0,0,1
118.7,130,0,1,0,1
41.3,34,1,0,1,0
39.2,116,1,0,0,1
157.5,6,1,0,1,0
102.2,115,0,1,0,1
27.3,148,1,0,0,1
112.2,117,0,1,0,1
169.8,155,0,1,0,1
67.7,21,0,1,1,0
1.2,121,1,0,0,1
81.5,7,1,0,1,0
136.0,105,0,1,0,1
30.2,45,1,0,1,0
146.1,92,0,1,0,1
128.2,87,0,1,0,1
4.4,95,1,0,0,1
61.3,62,1,0,1,0
106.1,142,0,1,0,1
151.7,129,1,0,0,1
141.6,57,0,1,0,1
74.0,69,1,0,1,0
68.0,30,1,0,1,0
119.5,0,0,1,1,0
53.5,98,1,0,0,1
155.4,117,1,0,0,1
39.5,110,1,0,0,1
131.6,166,0,1,1,0
128.4,53,0,1,1,0
158.0,57,1,0,1,0
101.5,44,0,1,1,0
115.4,90,0,1,0,1
4.6,65,1,0,1,0
64.8,51,1,0,1,0
28.3,131,1,0,0,1
15.6,103,1,0,0,1
106.6,124,0,1,0,1
177.9,28,1,0,1,0
22.5,114,1,0,0,1
106.7,13,0,1,1,0
157.1,107,0,1,0,1
64.4,118,1,0,0,1
73.7,20,1,0,1,0
128.9,105,1,0,0,1
78.5,103,1,0,0,1
91.2,78,0,1,0,1
98.7,82,0,1,1,0
66.1,145,1,0,0,1
169.3,167,0,1,1,0
175.6,99,1,0,0,1
3.1,26,1,0,1,0
41.2,119,1,0,0,1
63.8,135,1,0,0,1
36.1,52,1,0,1,0
85.6,45,1,0,0,1
40.5,96,1,0,1,0
4.1,82,1,0,1,0
42.7,102,1,0,0,1
153.0,172,0,1,0,1
4.2,169,1,0,1,0
92.2,6,0,1,1,0
103.2,132,0,1,0,1
8.9,102,1,0,0,1
63.4,103,1,0,0,1
42.4,75,1,0,1,0
93.2,118,0,1,0,1
150.0,175,1,0,0,1
135.0,130,1,0,0,1
35.5,116,1,0,0,1
102.8,177,0,1,1,0
168.1,42,1,0,1,0
87.8,101,1,0,0,1
94.3,100,0,1,0,1
28.6,142,1,0,0,1
107.2,148,0,1,0,1
7.7,159,1,0,1,0
115.4,38,0,1,1,0
77.5,133,0,1,0,1
20.2,64,1,0,1,0
77.7,127,1,0,0,1
45.1,38,1,0,0,1
38.2,43,1,0,1,0
132.2,171,0,1,0,1
51.7,19,0,1,1,0
155.0,102,0,1,0,1
39.4,95,1,0,1,0
32.6,53,1,0,1,0
176.8,150,0,1,0,1
136.7,72,0,1,0,1
54.7,159,1,0,1,0
25.9,40,1,0,1,0
55.0,125,0,1,0,1
140.4,72,0,1,0,1
108.5,68,0,1,0,1
56.5,8,0,1,1,0
96.8,22,0,1,1,0
18.3,108,1,0,0,1
48.5,36,1,0,1,0
120.4,70,0,1,1,0
12.3,53,1,0,1,0
50.9,119,1,0,0,1
155.3,54,1,0,1,0
105.6,83,0,1,0,1
9.4,27,0,1,1,0
27.3,115,1,0,0,1
133.7,78,0,1,0,1
179.4,20,1,0,1,0
80.7,105,1,0,0,1
83.2,106,1,0,0,1
173.4,118,1,0,0,1
50.6,114,1,0,0,1
133.6,42,0,1,1,0
110.0,73,0,1,1,0
163.6,35,1,0,1,0
172.9,111,0,1,0,1
165.9,175,0,1,1,0
33.9,158,1,0,0,1
152.5,10,0,1,1,0
39.4,35,1,0,1,0
66.7,116,1,0,0,1
99.8,88,0,1,1,0
80.5,9,1,0,1,0
156.1,146,0,1,0,1
38.2,62,1,0,1,0
72.2,171,1,0,1,0
26.1,103,1,0,0,1
121.2,96,0,1,0,1
101.3,104,0,1,0,1
41.1,168,1,0,1,0
67.8,38,0,1,1,0
141.9,38,0,1,1,0
15.0,102,1,0,0,1
51.9,87,1,0,1,0
61.4,81,0,1,1,0
10.4,159,1,0,0,1
105.9,47,0,1,1,0
143.8,159,0,1,1,0
11.4,30,1,0,1,0
175.1,133,1,0,0,1
151.1,167,0,1,1,0
163.1,142,1,0,0,1
40.7,107,1,0,0,1
175.2,157,0,1,0,1
69.2,161,0,1,1,0
78.1,112,1,0,0,1
166.6,153,1,0,1,0
97.7,79,0,1,0,1
31.8,42,1,0,1,0
31.5,25,1,0,1,0
101.1,69,0,1,0,1
46.1,87,1,0,1,0
126.2,160,0,1,0,1
12.3,158,1,0,0,1
58.0,52,1,0,1,0
56.9,165,1,0,0,1
98.8,56,0,1,1,0
19.5,74,1,0,1,0
66.9,83,1,0,0,1
87.0,67,1,0,0,1
170.6,76,1,0,1,0
62.2,31,1,0,1,0
82.6,62,0,1,1,0
169.3,143,1,0,0,1
15.1,86,0,1,0,1
6.4,122,1,0,0,1
126.1,118,0,1,0,1
123.2,85,0,1,0,1
35.9,51,1,0,1,0
48.0,109,1,0,0,1
19.2,22,1,0,1,0
146.8,42,1,0,0,1
63.1,159,0,1,0,1
84.8,81,0,1,1,0
84.0,40,0,1,1,0
33.1,148,1,0,1,0
2.8,171,1,0,0,1
13.3,88,1,0,0,1
177.5,86,1,0,0,1
105.7,79,0,1,1,0
6.0,114,1,0,0,1
56.2,104,1,0,0,1
41.0,175,1,0,1,0
102.1,30,0,1,1,0
47.9,73,0,1,1,0
87.8,164,0,1,0,1
68.0,91,0,1,0,1
86.6,132,0,1,0,1
111.8,71,0,1,1,0
66.8,90,1,0,0,1
35.6,102,1,0,0,1
83.9,48,0,1,1,0
165.7,80,1,0,0,1
139.4,124,0,1,0,1
59.4,133,0,1,0,1
178.4,153,1,0,0,1
59.1,0,1,0,0,1
120.1,125,0,1,0,1
11.0,145,1,0,0,1
134.0,26,0,1,1,0
103.4,133,0,1,0,1
160.2,126,0,1,0,1
109.9,124,0,1,0,1
124.9,171,0,1,0,1
175.9,55,1,0,1,0
46.0,80,1,0,0,1
161.2,172,0,1,1,0
164.0,57,0,1,1,0
67.6,143,1,0,0,1
170.5,49,0,1,1,0
25.7,77,1,0,0,1
7.5,86,0,1,0,1
63.5,148,1,0,0,1
117.7,0,0,1,1,0
21.6,16,1,0,1,0
29.5,173,1,0,1,0
136.4,5,0,1,1,0
111.4,111,0,1,0,1
25.6,173,1,0,1,0
122.1,112,0,1,0,1
3.8,21,1,0,1,0
155.0,33,1,0,1,0
107.1,160,0,1,1,0
113.2,167,0,1,1,0
12.2,90,1,0,0,1
96.4,3,0,1,1,0
142.3,112,0,1,0,1
93.3,71,0,1,1,0
105.2,48,0,1,1,0
104.0,47,0,1,1,0
68.9,29,1,0,1,0
94.7,7,0,1,1,0
7.4,51,1,0,1,0
106.3,173,0,1,1,0
144.7,1,0,1,1,0
138.1,66,0,1,0,1
136.9,144,0,1,0,1
45.3,2,1,0,1,0
27.6,160,1,0,0,1
102.0,119,0,1,0,1
73.8,12,1,0,1,0
55.2,144,1,0,0,1
83.3,128,0,1,0,1
24.2,64,1,0,1,0
60.4,144,1,0,0,1
22.7,4,1,0,0,1
164.5,4,0,1,1,0
41.2,99,1,0,0,1
24.1,6,1,0,1,0
35.7,164,1,0,1,0
169.1,150,0,1,0,1
90.1,96,0,1,0,1
136.7,83,1,0,0,1
7.7,146,1,0,0,1
141.4,105,0,1,0,1
111.8,113,1,0,0,1
170.4,24,0,1,1,0
103.8,19,0,1,1,0
51.5,39,0,1,0,1
70.2,7,1,0,0,1
38.3,105,1,0,0,1
31.8,48,1,0,1,0
25.4,14,1,0,1,0
23.1,2,1,0,1,0
79.3,84,1,0,1,0
108.1,51,0,1,0,1
165.5,11,1,0,1,0
61.2,161,1,0,0,1
125.6,30,0,1,1,0
97.6,148,0,1,0,1
86.7,7,1,0,0,1
148.3,9,0,1,1,0
8.6,78,1,0,1,0
92.8,117,1,0,0,1
157.1,71,1,0,0,1
118.4,36,0,1,1,0
119.9,118,0,1,0,1
74.3,136,0,1,0,1
59.2,63,1,0,1,0
56.9,25,1,0,1,0
26.1,160,1,0,0,1
161.5,168,1,0,1,0
164.6,14,1,0,1,0
62.6,54,1,0,1,0
154.0,173,0,1,1,0
4.2,37,1,0,1,0
135.5,77,0,1,0,1
155.2,29,1,0,1,0
138.0,35,0,1,1,0
164.6,54,1,0,1,0
47.0,19,1,0,1,0
112.8,28,0,1,1,0
134.3,123,0,1,0,1
103.2,8,0,1,1,0
119.6,117,0,1,0,1
23.6,6,1,0,1,0
105.7,144,0,1,0,1
163.2,178,0,1,1,0
126.7,101,0,1,0,1
168.1,51,0,1,1,0
173.6,56,0,1,1,0
145.5,84,0,1,1,0
45.0,163,1,0,1,0
86.9,90,0,1,1,0
90.2,154,0,1,0,1
7.3,66,1,0,1,0
126.1,143,0,1,0,1
108.5,25,0,1,1,0
150.8,168,0,1,0,1
119.5,33,0,1,1,0
44.2,80,1,0,1,0
19.5,131,1,0,0,1
135.3,84,0,1,0,1
8.1,150,0,1,0,1
133.5,87,0,1,0,1
112.1,155,0,1,1,0
163.5,50,0,1,1,0
4.8,77,1,0,1,0
153.1,51,0,1,1,0
131.3,90,0,1,0,1
6.3,115,1,0,0,1
86.9,152,0,1,1,0
4.8,36,1,0,1,0
74.1,34,0,1,1,0
60.4,128,0,1,0,1
29.6,74,1,0,1,0
143.3,102,0,1,0,1
59.2,169,1,0,1,0
65.7,84,1,0,1,0
101.9,19,0,1,1,0
104.4,87,0,1,0,1
103.2,22,0,1,1,0
38.3,19,1,0,1,0
24.0,36,1,0,1,0
42.7,157,1,0,0,1
41.5,140,1,0,0,1
87.6,58,1,0,1,0
179.7,119,0,1,0,1
5.9,95,1,0,0,1
132.7,67,0,1,1,0
162.4,55,0,1,1,0
79.0,93,1,0,1,0
114.2,5,0,1,1,0
63.2,135,0,1,0,1
56.8,18,1,0,1,0
137.9,143,0,1,0,1
140.1,107,0,1,0,1
33.1,35,1,0,1,0
110.1,54,0,1,1,0
125.2,163,0,1,1,0
169.9,133,0,1,0,1
119.1,4,0,1,0,1
39.6,66,1,0,0,1
17.4,124,1,0,0,1
56.9,33,1,0,1,0
73.6,99,1,0,0,1
45.1,95,1,0,1,0
127.4,0,0,1,1,0
116.7,72,0,1,1,0
178.3,173,0,1,0,1
64.6,38,0,1,1,0
166.6,86,0,1,1,0
48.8,41,1,0,1,0
179.5,97,1,0,0,1
135.8,103,0,1,0,1
77.4,75,1,0,0,1
148.0,32,1,0,1,0
82.4,23,0,1,1,0
56.1,55,1,0,1,0
58.9,86,1,0,0,1
54.4,117,1,0,0,1
4.1,7,1,0,1,0
67.9,95,0,1,0,1
121.4,112,0,1,0,1
148.3,19,0,1,1,0
156.5,156,0,1,1,0
135.0,147,0,1,0,1
31.6,172,1,0,1,0
65.6,118,1,0,0,1
78.7,37,0,1,1,0
13.5,168,1,0,1,0
48.3,59,0,1,1,0
58.9,164,1,0,0,1
27.7,118,1,0,0,1
137.3,112,0,1,0,1
30.4,50,1,0,1,0
149.2,95,0,1,0,1
19.0,5,1,0,1,0
39.6,157,1,0,0,1
130.0,42,0,1,1,0
52.6,142,1,0,0,1
130.0,97,0,1,1,0
126.5,0,0,1,1,0
33.3,84,1,0,1,0
95.9,65,0,1,1,0
7.4,159,0,1,1,0
178.6,162,0,1,0,1
18.4,46,1,0,1,0
87.0,62,0,1,1,0
17.5,178,1,0,1,0
160.9,166,1,0,0,1
160.5,169,1,0,1,0
19.9,150,1,0,1,0
102.3,75,0,1,0,1
81.4,176,1,0,0,1
15.5,137,1,0,0,1
25.2,120,1,0,0,1
160.9,54,1,0,1,0
42.2,69,1,0,0,1
98.4,67,0,1,1,0
92.4,10,1,0,1,0
109.3,62,0,1,1,0
40.1,94,1,0,0,1
153.7,2,0,1,1,0
160.6,53,0,1,1,0
177.1,65,1,0,1,0
30.6,156,1,0,1,0
173.6,38,0,1,1,0
108.0,56,1,0,1,0
55.0,14,1,0,1,0
113.2,92,0,1,1,0
80.6,124,0,1,0,1
71.2,86,1,0,0,1
72.6,8,0,1,1,0
31.1,143,1,0,0,1
86.0,155,0,1,0,1
121.3,32,0,1,1,0
81.9,158,1,0,0,1
3.9,91,1,0,0,1
100.6,118,0,1,0,1
4.9,168,0,1,1,0
159.5,31,0,1,1,0
55.6,94,1,0,0,1
