alpha,X,Y
68.3,0,1
39.8,0,1
71.2,0,1
162.0,1,0
65.6,0,1
165.3,1,0
162.8,1,0
153.4,1,0
176.7,1,0
133.0,1,0
119.9,0,1
91.9,0,1
149.8,0,1
67.2,1,0
5.5,1,0
84.6,0,1
112.5,1,0
119.4,1,0
50.3,0,1
119.2,0,1
20.2,1,0
140.5,0,1
2.4,1,0
115.9,0,1
41.8,1,0
47.6,0,1
108.0,0,1
43.1,1,0
113.3,1,0
64.9,1,0
171.3,1,0
16.6,1,0
50.1,0,1
144.3,0,1
134.6,0,1
51.5,0,1
79.8,0,1
57.6,0,1
93.0,0,1
138.8,0,1
62.1,0,1
35.6,1,0
60.5,1,0
82.1,0,1
84.1,0,1
110.4,0,1
88.5,0,1
99.3,0,1
3.1,1,0
59.9,1,0
84.4,1,0
97.4,0,1
35.2,1,0
57.2,1,0
63.5,0,1
167.6,1,0
94.8,0,1
10.6,1,0
110.9,0,1
103.2,0,1
38.6,0,1
79.6,0,1
42.4,0,1
53.5,1,0
58.7,0,1
151.8,1,0
67.1,0,1
88.1,0,1
93.5,0,1
33.5,1,0
162.4,1,0
177.6,1,0
83.1,0,1
144.4,1,0
54.8,0,1
152.0,0,1
35.2,1,0
101.6,0,1
13.2,1,0
12.3,1,0
106.4,0,1
22.0,1,0
113.5,1,0
162.5,1,0
53.3,1,0
157.8,1,0
103.3,0,1
174.4,1,0
98.6,0,1
26.4,1,0
8.8,1,0
177.9,1,0
68.9,0,1
87.0,0,1
131.0,0,1
175.5,1,0
131.3,1,0
67.3,0,1
11.1,1,0
173.6,1,0
18.7,1,0
1.1,1,0
155.4,0,1
133.6,1,0
141.4,1,0
8.2,1,0
79.3,0,1
160.8,0,1
54.3,0,1
128.7,0,1
163.1,1,0
164.1,1,0
164.3,1,0
139.2,1,0
35.2,1,0
150.7,1,0
74.7,0,1
12.6,1,0
72.8,0,1
141.4,1,0
167.6,1,0
88.7,0,1
122.5,0,1
161.1,1,0
10.9,1,0
73.1,0,1
112.8,0,1
141.8,1,0
45.8,0,1
46.1,0,1
150.1,1,0
66.0,0,1
84.3,0,1
116.1,0,1
148.5,0,1
77.1,0,1
13.0,1,0
2.1,1,0
172.4,1,0
130.5,1,0
146.4,0,1
113.1,0,1
42.8,1,0
16.2,1,0
163.4,0,1
80.4,0,1
19.1,1,0
106.8,0,1
115.2,0,1
106.0,0,1
5.0,1,0
141.0,1,0
97.1,0,1
169.8,1,0
46.7,1,0
159.0,1,0
138.1,1,0
41.2,0,1
139.6,0,1
103.0,0,1
26.9,1,0
115.5,1,0
155.8,1,0
66.5,0,1
57.4,0,1
51.2,0,1
3.5,1,0
96.5,0,1
36.2,0,1
168.0,1,0
179.5,1,0
99.4,0,1
49.1,0,1
177.4,1,0
32.7,1,0
138.0,1,0
140.0,1,0
152.8,1,0
70.0,0,1
108.4,0,1
40.0,1,0
107.2,0,1
5.6,1,0
75.0,0,1
151.3,1,0
21.4,1,0
172.5,1,0
128.9,1,0
126.5,0,1
124.1,0,1
176.2,1,0
45.8,1,0
168.6,1,0
13.8,1,0
6.3,1,0
88.1,0,1
83.3,0,1
125.0,0,1
141.7,0,1
155.2,1,0
156.1,1,0
65.3,0,1
96.1,0,1
138.5,0,1
31.0,1,0
54.0,0,1
22.4,1,0
75.5,0,1
150.1,1,0
163.7,1,0
34.5,0,1
150.3,1,0
140.4,0,1
171.2,1,0
1.8,1,0
45.5,0,1
28.2,1,0
146.5,1,0
50.1,1,0
27.3,1,0
40.7,1,0
145.3,0,1
56.6,0,1
18.7,1,0
24.4,1,0
129.3,1,0
91.7,0,1
134.2,0,1
156.8,1,0
83.3,0,1
2.4,1,0
70.8,0,1
107.3,0,1
9.5,1,0
172.7,1,0
151.6,1,0
122.8,0,1
144.8,1,0
33.6,1,0
85.5,0,1
35.9,1,0
152.4,0,1
55.5,1,0
32.5,0,1
52.2,0,1
0.5,1,0
143.9,1,0
152.9,0,1
61.8,0,1
174.0,1,0
15.3,1,0
51.3,0,1
20.9,1,0
149.9,1,0
36.0,0,1
107.2,0,1
108.2,1,0
135.1,1,0
23.5,1,0
98.5,0,1
0.0,1,0
105.1,0,1
13.2,1,0
113.3,0,1
93.5,0,1
17.4,1,0
11.7,1,0
84.3,0,1
127.2,1,0
38.3,0,1
32.8,1,0
162.2,1,0
99.9,0,1
119.9,0,1
9.2,1,0
135.1,0,1
93.5,0,1
75.6,0,1
159.2,1,0
105.7,0,1
94.1,0,1
58.3,0,1
174.9,1,0
87.3,0,1
117.2,0,1
120.7,0,1
30.1,0,1
0.6,1,0
78.7,0,1
53.1,0,1
17.7,1,0
55.8,0,1
34.8,0,1
25.4,0,1
77.2,1,0
69.0,0,1
6.0,1,0
69.6,0,1
136.4,1,0
69.9,0,1
152.9,1,0
11.0,1,0
9.5,1,0
110.1,0,1
79.9,0,1
141.7,1,0
177.8,1,0
45.8,0,1
12.9,1,0
39.2,0,1
160.3,1,0
68.0,0,1
74.7,0,1
38.2,1,0
122.0,1,0
175.3,1,0
122.3,1,0
24.0,1,0
146.2,1,0
153.1,1,0
111.5,0,1
145.6,0,1
153.9,1,0
100.4,0,1
56.8,0,1
37.0,1,0
4.4,1,0
80.4,0,1
167.3,1,0
92.7,0,1
154.3,1,0
47.1,1,0
115.4,0,1
124.7,0,1
78.4,0,1
95.7,0,1
101.0,0,1
137.8,0,1
166.8,1,0
131.2,1,0
13.2,1,0
89.3,0,1
56.9,1,0
15.2,1,0
171.3,1,0
120.2,0,1
129.9,0,1
25.1,1,0
29.6,1,0
23.7,1,0
112.5,0,1
0.4,1,0
98.2,0,1
52.6,0,1
94.4,0,1
145.0,1,0
135.9,0,1
34.3,1,0
17.4,1,0
9.2,1,0
98.6,0,1
65.8,1,0
172.5,1,0
110.6,0,1
58.0,1,0
79.3,0,1
32.8,1,0
65.0,0,1
19.3,1,0
114.3,0,1
132.4,0,1
144.8,0,1
151.0,1,0
150.9,1,0
70.6,0,1
154.6,1,0
173.9,1,0
88.2,0,1
123.1,0,1
120.9,0,1
67.6,0,1
25.1,1,0
38.6,0,1
6.1,1,0
36.4,1,0
99.1,0,1
114.9,0,1
19.0,1,0
134.4,0,1
151.4,1,0
5.0,1,0
55.7,0,1
100.6,0,1
89.6,0,1
31.8,1,0
130.6,0,1
26.3,1,0
134.1,1,0
176.3,1,0
67.1,1,0
166.2,1,0
6.3,1,0
147.8,0,1
48.5,0,1
51.8,1,0
128.6,1,0
15.7,1,0
78.6,1,0
47.8,1,0
55.9,0,1
162.1,1,0
142.1,0,1
104.6,0,1
147.9,1,0
58.7,0,1
7.6,1,0
97.7,0,1
147.9,0,1
102.7,0,1
64.3,0,1
177.2,1,0
125.7,0,1
32.1,1,0
141.3,0,1
34.1,0,1
101.1,0,1
69.9,0,1
104.8,0,1
110.3,0,1
22.9,1,0
154.8,1,0
80.4,1,0
1.8,1,0
6.3,1,0
131.4,1,0
58.2,0,1
24.0,1,0
59.9,0,1
162.7,1,0
147.5,1,0
90.3,0,1
70.2,0,1
66.1,0,1
53.1,0,1
100.4,0,1
166.7,1,0
121.2,0,1
107.0,0,1
85.1,0,1
66.2,0,1
116.2,0,1
88.5,0,1
149.8,1,0
83.2,0,1
131.8,1,0
2.9,1,0
116.7,0,1
112.3,1,0
5.4,1,0
159.7,1,0
139.6,1,0
119.9,1,0
98.2,0,1
77.4,0,1
82.6,0,1
146.4,1,0
14.5,1,0
130.9,1,0
171.2,1,0
136.0,1,0
62.3,0,1
151.5,1,0
163.2,1,0
88.8,0,1
158.9,1,0
165.7,1,0
109.4,0,1
63.2,0,1
0.1,1,0
78.5,0,1
131.0,1,0
89.8,0,1
114.5,0,1
10.5,1,0
143.2,1,0
22.6,1,0
27.5,1,0
91.2,0,1
72.3,0,1
155.8,1,0
17.4,1,0
144.8,1,0
103.8,0,1
88.1,0,1
21.3,1,0
100.0,0,1
173.8,0,1
38.1,1,0
88.4,0,1
81.3,0,1
88.5,0,1
169.5,1,0
42.0,1,0
76.2,0,1
107.2,0,1
168.3,1,0
121.1,0,1
174.9,1,0
168.8,1,0
49.0,1,0
107.0,0,1
92.6,0,1
23.9,1,0
115.0,0,1
162.1,1,0
155.3,1,0
177.3,1,0
164.3,1,0
161.3,1,0
121.0,1,0
169.8,1,0
175.9,1,0
41.3,0,1
29.3,0,1
10.8,1,0
80.0,0,1
135.3,0,1
66.0,0,1
27.1,1,0
6.0,1,0
19.1,1,0
155.8,1,0
107.7,0,1
42.3,1,0
113.9,0,1
124.0,0,1
174.3,1,0
160.8,1,0
50.0,1,0
22.4,1,0
96.1,0,1
71.0,0,1
20.2,1,0
34.6,0,1
12.7,1,0
60.6,0,1
1.0,1,0
101.2,0,1
83.7,0,1
52.9,0,1
146.6,0,1
104.4,0,1
33.1,1,0
82.2,0,1
173.8,1,0
40.6,0,1
87.3,0,1
145.2,1,0
161.4,1,0
85.3,0,1
69.3,0,1
16.2,1,0
106.6,0,1
174.2,1,0
9.7,1,0
32.7,0,1
122.5,1,0
169.1,1,0
15.3,1,0
106.7,0,1
173.3,1,0
34.1,0,1
102.3,0,1
37.2,1,0
12.6,1,0
166.5,0,1
60.1,1,0
78.8,0,1
45.2,1,0
45.2,1,0
147.8,1,0
77.1,0,1
162.6,1,0
74.6,0,1
90.9,0,1
127.3,1,0
3.4,1,0
174.4,1,0
86.8,0,1
6.4,1,0
145.0,1,0
6.8,1,0
107.9,1,0
148.6,0,1
33.8,0,1
89.3,0,1
47.4,0,1
117.9,1,0
60.1,0,1
114.3,1,0
147.3,1,0
63.3,0,1
63.7,0,1
42.7,1,0
82.0,0,1
150.0,1,0
126.8,0,1
137.9,1,0
140.9,1,0
137.7,0,1
168.1,1,0
85.5,0,1
28.4,0,1
122.4,0,1
104.5,0,1
140.6,0,1
88.1,0,1
121.5,0,1
79.0,0,1
172.3,1,0
106.8,0,1
56.2,1,0
10.8,1,0
62.9,1,0
47.5,0,1
59.7,0,1
167.9,1,0
83.2,0,1
47.5,1,0
113.4,0,1
143.7,1,0
41.7,1,0
48.1,0,1
164.2,1,0
121.0,0,1
35.3,0,1
75.0,0,1
87.7,0,1
139.6,1,0
115.5,0,1
45.5,1,0
132.8,1,0
134.8,0,1
35.6,1,0
87.3,0,1
17.9,1,0
153.3,0,1
34.3,1,0
90.1,0,1
33.2,0,1
7.0,1,0
128.3,0,1
11.1,1,0
49.8,1,0
41.3,0,1
156.7,0,1
131.4,1,0
84.1,0,1
25.1,1,0
127.4,0,1
141.1,0,1
67.1,0,1
163.4,1,0
142.0,0,1
72.0,0,1
92.3,0,1
71.6,0,1
162.1,1,0
165.0,1,0
4.1,1,0
101.2,0,1
112.5,0,1
124.3,0,1
37.6,0,1
100.6,1,0
86.3,0,1
158.9,1,0
151.2,1,0
12.9,1,0
46.6,1,0
108.4,0,1
106.9,1,0
30.9,1,0
62.2,0,1
85.2,0,1
81.4,0,1
116.3,0,1
88.7,0,1
174.6,1,0
176.1,1,0
101.7,0,1
143.5,0,1
54.2,1,0
126.6,1,0
164.5,1,0
172.3,1,0
128.3,0,1
100.9,0,1
60.9,0,1
7.4,1,0
41.2,0,1
12.9,1,0
2.9,1,0
59.2,0,1
69.8,0,1
15.9,1,0
91.1,0,1
77.0,1,0
42.1,1,0
94.1,0,1
86.0,0,1
76.8,0,1
0.8,1,0
132.1,1,0
112.8,0,1
118.9,0,1
169.1,1,0
9.7,1,0
3.6,1,0
54.0,0,1
89.7,0,1
38.3,1,0
7.2,1,0
36.3,0,1
113.2,0,1
130.2,0,1
7.5,1,0
24.1,1,0
168.2,1,0
53.2,1,0
66.6,1,0
75.0,0,1
0.3,1,0
157.2,1,0
142.2,0,1
41.6,0,1
170.4,1,0
78.1,0,1
70.6,0,1
161.5,1,0
103.6,0,1
52.7,1,0
143.3,1,0
64.8,0,1
122.7,0,1
150.7,1,0
145.2,0,1
47.4,0,1
62.7,0,1
13.3,1,0
137.6,0,1
162.4,0,1
176.1,1,0
1.4,1,0
178.5,1,0
132.3,0,1
80.2,0,1
47.4,1,0
103.9,0,1
153.5,1,0
134.3,0,1
14.6,1,0
45.1,1,0
155.9,1,0
100.0,0,1
86.5,0,1
125.1,1,0
26.1,1,0
166.0,1,0
147.2,0,1
13.9,1,0
38.4,0,1
101.4,0,1
76.0,1,0
69.7,0,1
3.6,1,0
36.2,1,0
158.0,1,0
139.9,1,0
99.0,0,1
104.4,0,1
171.4,1,0
100.2,0,1
85.5,0,1
16.3,1,0
46.6,0,1
120.9,0,1
168.9,1,0
61.5,0,1
159.7,1,0
153.2,1,0
24.7,1,0
48.6,0,1
57.1,1,0
148.7,0,1
68.3,0,1
4.4,1,0
52.3,0,1
26.9,0,1
91.0,0,1
70.6,0,1
3.9,1,0
120.2,0,1
120.2,0,1
138.8,0,1
68.7,0,1
72.9,0,1
154.2,1,0
111.1,0,1
108.2,0,1
63.8,0,1
135.3,1,0
154.9,0,1
14.9,1,0
27.4,0,1
166.0,1,0
3.8,1,0
119.6,1,0
144.8,0,1
96.1,0,1
95.1,0,1
111.1,0,1
39.8,1,0
110.6,0,1
89.8,0,1
154.0,1,0
89.9,0,1
114.5,0,1
103.2,0,1
2.0,1,0
127.6,0,1
68.2,1,0
114.5,0,1
163.3,1,0
25.9,1,0
36.7,1,0
72.9,0,1
67.4,1,0
36.2,1,0
142.6,0,1
151.8,1,0
6.1,1,0
67.9,0,1
31.6,1,0
111.4,0,1
162.8,1,0
9.3,1,0
51.0,0,1
130.9,0,1
98.7,0,1
100.2,0,1
118.5,0,1
134.1,0,1
50.6,0,1
165.3,1,0
149.6,1,0
19.2,1,0
79.6,0,1
75.2,0,1
49.1,1,0
95.9,0,1
71.8,1,0
124.9,1,0
149.5,1,0
27.4,0,1
27.2,1,0
110.2,0,1
99.9,0,1
104.8,0,1
39.0,1,0
163.6,1,0
64.2,0,1
60.8,0,1
4.6,1,0
5.5,1,0
44.8,1,0
20.8,1,0
164.4,1,0
140.1,0,1
43.0,0,1
151.7,0,1
84.7,0,1
30.3,0,1
42.5,0,1
161.2,1,0
163.4,1,0
19.8,1,0
65.8,0,1
11.6,1,0
73.7,0,1
87.8,0,1
144.8,0,1
95.1,0,1
163.5,1,0
101.5,0,1
79.0,0,1
133.1,0,1
122.3,0,1
167.0,1,0
160.4,1,0
122.7,0,1
158.0,1,0
165.2,1,0
25.9,1,0
13.7,1,0
65.5,0,1
44.8,0,1
132.0,0,1
115.3,0,1
105.6,0,1
63.6,0,1
136.3,1,0
111.0,1,0
126.6,0,1
132.8,1,0
28.9,1,0
88.0,0,1
115.0,0,1
36.5,0,1
48.1,1,0
35.2,1,0
1.5,1,0
68.7,0,1
2.7,1,0
129.7,0,1
144.7,1,0
132.7,1,0
135.1,0,1
119.7,0,1
28.6,0,1
140.3,0,1
145.7,1,0
127.5,1,0
127.6,0,1
163.3,1,0
174.0,1,0
41.8,1,0
47.4,1,0
13.8,1,0
162.0,1,0
93.2,0,1
99.7,0,1
146.7,1,0
15.7,1,0
48.0,0,1
20.7,1,0
7.1,1,0
98.1,0,1
115.4,0,1
148.4,1,0
87.3,0,1
7.5,1,0
99.1,0,1
18.8,1,0
2.3,1,0
62.8,1,0
135.0,1,0
49.8,1,0
131.0,1,0
136.5,1,0
163.8,1,0
145.7,0,1
26.5,0,1
94.3,0,1
169.2,1,0
158.2,1,0
87.9,0,1
43.1,0,1
96.4,0,1
102.0,0,1
80.0,0,1
115.2,0,1
165.1,0,1
54.6,0,1
14.8,0,1
76.0,0,1
91.9,0,1
68.0,0,1
26.7,1,0
58.7,1,0
160.5,1,0
127.6,0,1
68.1,0,1
16.5,1,0
62.4,0,1
178.7,1,0
41.8,1,0
139.2,1,0
121.2,0,1
150.4,0,1
91.0,0,1
58.2,1,0
148.7,0,1
77.7,0,1
132.0,1,0
179.7,1,0
140.9,1,0
127.3,1,0
75.5,0,1
89.8,0,1
30.9,1,0
159.8,1,0
44.1,1,0
44.5,0,1
21.9,1,0
134.7,1,0
90.0,0,1
64.3,0,1
110.7,0,1
85.2,0,1
70.9,0,1
117.8,0,1
169.0,1,0
27.5,1,0
28.3,0,1
4.8,1,0
123.2,0,1
160.5,1,0
53.3,1,0
47.4,0,1
158.5,1,0
108.9,1,0
163.7,1,0
106.9,0,1
42.7,1,0
135.6,0,1
71.0,1,0
38.1,0,1
90.2,0,1
30.6,1,0
82.9,0,1
107.2,0,1
55.1,0,1
77.3,0,1
96.4,0,1
100.9,0,1
147.0,1,0
154.1,1,0
146.3,0,1
27.6,1,0
112.8,1,0
52.4,1,0
160.4,1,0
13.5,1,0
8.0,1,0
146.1,1,0
155.9,1,0
60.1,0,1
35.4,1,0
144.9,1,0
0.4,1,0
136.8,1,0
7.9,1,0
154.2,1,0
145.6,0,1
113.7,1,0
16.9,1,0
164.1,1,0
150.3,1,0
158.3,1,0
107.3,0,1
88.9,0,1
127.3,0,1
94.0,0,1
34.2,0,1
53.2,0,1
132.9,1,0
125.7,0,1
92.5,0,1
173.8,1,0
123.3,0,1
128.9,0,1
159.6,1,0
172.2,1,0
63.0,0,1
5.8,1,0
150.5,0,1
43.1,0,1
76.3,0,1
2.0,1,0
164.0,1,0
163.4,1,0
153.6,1,0
160.5,1,0
110.9,0,1
57.7,1,0
122.8,0,1
122.3,0,1
125.9,0,1
64.6,0,1
77.0,0,1
60.3,1,0
99.6,0,1
64.7,0,1
112.7,0,1
164.5,1,0
6.4,1,0
17.0,1,0
70.1,0,1
117.8,0,1
137.4,1,0
24.2,1,0
108.5,0,1
170.0,1,0
167.1,1,0
134.5,0,1
75.4,0,1
48.7,1,0
4.7,1,0
16.0,1,0
151.3,0,1
73.8,0,1
43.0,0,1
82.8,0,1
137.3,0,1
66.0,0,1
127.1,1,0
94.8,0,1
32.5,1,0
76.5,0,1
130.1,0,1
100.6,0,1
40.1,0,1
80.5,0,1
153.2,1,0
89.7,0,1
160.3,1,0
35.1,0,1
38.7,1,0
147.2,1,0
28.5,0,1
70.1,0,1
0.8,1,0
88.1,0,1
85.0,0,1
4.7,1,0
78.2,0,1
87.8,0,1
176.2,1,0
71.1,1,0
33.8,1,0
114.1,1,0
42.8,1,0
147.5,1,0
83.3,0,1
94.2,0,1
118.5,0,1
27.6,1,0
96.1,0,1
98.1,0,1
171.5,1,0
22.5,0,1
73.1,0,1
74.4,0,1
72.5,1,0
36.8,1,0
50.0,0,1
131.5,0,1
173.3,1,0
115.6,0,1
104.7,0,1
24.6,1,0
43.9,1,0
142.7,0,1
158.5,1,0
61.8,1,0
0.6,1,0
9.4,1,0
74.9,0,1
136.1,1,0
160.1,1,0
18.9,1,0
168.0,1,0
91.1,0,1
56.7,0,1
86.1,0,1
133.8,0,1
4.2,1,0
157.5,1,0
153.5,1,0
5.4,1,0
139.8,1,0
14.6,1,0
126.0,0,1
120.8,0,1
151.7,1,0
75.6,0,1
35.6,1,0
34.8,1,0
142.5,1,0
167.9,1,0
27.5,1,0
73.7,0,1
129.0,0,1
20.4,1,0
167.5,1,0
74.5,0,1
146.7,1,0
8.9,1,0
2.1,1,0
23.5,0,1
136.4,0,1
61.8,0,1
120.4,0,1
55.1,0,1
148.8,1,0
18.0,1,0
39.3,1,0
10.3,1,0
22.5,1,0
62.2,0,1
121.6,0,1
65.7,0,1
78.8,0,1
156.9,1,0
94.8,0,1
159.6,1,0
79.9,0,1
108.2,0,1
130.2,0,1
107.8,0,1
153.3,1,0
135.6,1,0
5.4,1,0
91.7,0,1
71.5,0,1
71.4,0,1
65.2,0,1
15.5,1,0
64.9,0,1
137.3,0,1
53.0,0,1
13.1,1,0
14.4,1,0
139.1,1,0
67.2,0,1
78.2,0,1
99.7,0,1
166.7,1,0
140.5,0,1
147.9,0,1
107.4,0,1
20.5,1,0
46.7,0,1
30.2,0,1
170.6,1,0
164.3,1,0
147.8,1,0
139.0,1,0
138.2,0,1
103.2,0,1
8.8,1,0
78.1,0,1
25.5,1,0
110.7,0,1
131.0,0,1
13.2,0,1
96.2,0,1
18.8,1,0
72.9,0,1
152.4,0,1
23.2,1,0
106.9,0,1
49.2,0,1
107.2,0,1
5.8,1,0
173.9,1,0
90.5,0,1
80.7,0,1
1.1,1,0
63.7,1,0
75.4,0,1
124.4,0,1
24.7,0,1
46.2,1,0
37.1,1,0
108.5,0,1
82.2,0,1
63.2,0,1
93.3,0,1
64.5,0,1
166.8,1,0
145.4,1,0
18.0,0,1
94.6,0,1
18.3,1,0
12.8,1,0
52.1,0,1
129.9,0,1
126.2,1,0
102.2,0,1
34.4,1,0
111.7,0,1
50.6,0,1
97.3,0,1
136.5,0,1
148.9,1,0
64.0,0,1
179.6,1,0
126.9,0,1
109.6,0,1
38.9,1,0
132.5,1,0
81.7,0,1
73.7,0,1
14.5,1,0
43.4,1,0
31.1,1,0
115.7,1,0
176.0,1,0
0.8,1,0
94.3,0,1
57.6,0,1
79.1,0,1
11.6,1,0
154.0,0,1
112.3,0,1
69.8,0,1
26.0,1,0
118.0,0,1
153.2,1,0
110.0,0,1
2.2,1,0
61.3,0,1
53.1,0,1
111.3,0,1
91.8,0,1
88.1,0,1
169.1,1,0
100.4,0,1
23.7,1,0
49.6,0,1
73.4,1,0
91.6,0,1
179.9,1,0
58.6,0,1
16.2,1,0
10.2,1,0
123.7,0,1
106.9,0,1
147.5,0,1
178.0,1,0
110.2,0,1
176.8,1,0
102.5,0,1
93.7,0,1
36.6,1,0
141.0,1,0
41.4,1,0
38.9,0,1
56.5,0,1
14.2,1,0
89.1,0,1
153.0,1,0
102.4,0,1
67.3,0,1
100.4,0,1
15.2,1,0
117.6,1,0
58.0,0,1
15.3,1,0
140.6,0,1
64.8,0,1
122.9,0,1
171.9,1,0
94.4,0,1
133.5,1,0
115.9,0,1
37.1,1,0
87.1,0,1
85.7,0,1
136.2,0,1
7.4,1,0
141.1,1,0
13.4,1,0
159.0,1,0
122.9,0,1
59.0,1,0
84.5,0,1
93.5,0,1
0.4,1,0
159.8,0,1
105.7,0,1
87.4,0,1
159.3,1,0
127.4,0,1
29.7,1,0
94.9,0,1
121.3,0,1
155.6,1,0
30.7,1,0
10.4,1,0
56.2,1,0
35.8,1,0
103.5,0,1
52.4,1,0
47.7,1,0
54.4,0,1
64.0,0,1
101.5,0,1
121.1,0,1
36.8,1,0
73.7,0,1
15.4,1,0
44.2,0,1
171.8,1,0
176.4,1,0
18.5,1,0
102.6,0,1
153.8,1,0
160.2,0,1
5.6,1,0
10.3,1,0
98.5,0,1
86.5,0,1
8.0,1,0
175.5,1,0
68.9,0,1
15.0,1,0
108.2,0,1
154.3,1,0
150.0,0,1
56.3,0,1
152.0,1,0
66.0,0,1
162.0,1,0
132.5,0,1
71.3,0,1
141.7,0,1
34.9,1,0
16.5,0,1
168.4,1,0
129.5,1,0
50.6,1,0
81.3,0,1
131.5,1,0
155.6,1,0
136.4,1,0
179.8,1,0
134.9,0,1
40.8,1,0
141.3,0,1
133.4,0,1
62.5,0,1
120.8,0,1
141.9,1,0
145.1,0,1
23.9,1,0
46.4,0,1
83.4,0,1
92.7,0,1
43.1,1,0
91.2,0,1
80.2,0,1
46.7,1,0
114.8,0,1
92.2,0,1
167.3,1,0
149.8,1,0
175.9,1,0
93.6,0,1
146.9,1,0
31.4,1,0
87.9,0,1
69.4,0,1
173.6,1,0
95.2,0,1
98.2,0,1
134.7,1,0
68.1,1,0
37.7,0,1
115.1,0,1
112.8,0,1
76.2,0,1
69.7,0,1
51.4,0,1
90.6,0,1
157.2,1,0
104.4,0,1
41.3,1,0
177.7,1,0
5.4,1,0
15.3,1,0
5.9,1,0
45.2,0,1
145.1,1,0
4.0,1,0
56.3,0,1
134.1,0,1
82.0,0,1
156.0,1,0
168.5,1,0
169.2,1,0
49.9,0,1
116.4,0,1
103.2,0,1
63.8,0,1
99.7,0,1
67.7,0,1
71.8,0,1
60.3,0,1
111.4,0,1
38.3,1,0
93.4,0,1
178.3,1,0
54.4,0,1
8.2,1,0
32.9,0,1
176.3,1,0
96.5,0,1
149.8,0,1
170.5,1,0
120.4,0,1
30.2,1,0
126.5,0,1
52.9,1,0
171.5,1,0
84.4,0,1
101.7,0,1
32.4,1,0
48.8,0,1
172.7,1,0
44.5,1,0
174.8,1,0
131.1,1,0
127.6,0,1
17.9,1,0
86.4,0,1
125.9,1,0
107.6,0,1
121.1,0,1
15.4,1,0
125.8,0,1
154.9,1,0
102.9,0,1
25.8,0,1
77.4,0,1
114.0,0,1
132.5,1,0
149.6,0,1
59.8,0,1
108.6,0,1
18.4,1,0
154.6,1,0
39.0,1,0
105.9,0,1
18.9,1,0
0.3,1,0
54.3,0,1
104.6,0,1
149.4,1,0
66.1,0,1
59.1,0,1
17.4,1,0
21.7,1,0
177.9,1,0
136.4,0,1
117.9,0,1
12.3,1,0
12.5,1,0
139.3,0,1
23.6,1,0
145.3,0,1
60.6,1,0
52.7,0,1
126.1,0,1
49.6,0,1
57.4,1,0
20.5,1,0
135.6,0,1
175.1,1,0
90.7,0,1
148.4,1,0
55.1,0,1
106.4,0,1
77.5,0,1
117.6,1,0
73.9,0,1
176.1,1,0
170.8,1,0
134.6,0,1
72.9,1,0
50.5,0,1
50.7,0,1
169.2,1,0
117.6,0,1
28.3,1,0
26.6,1,0
112.5,0,1
74.7,0,1
19.0,1,0
63.0,1,0
114.3,0,1
28.1,1,0
22.3,1,0
73.3,0,1
50.4,0,1
143.1,1,0
177.1,1,0
27.0,1,0
14.6,1,0
156.6,1,0
36.2,1,0
133.6,0,1
42.5,1,0
