alpha,X,Y
151.5,0,1
51.2,1,0
94.1,0,1
50.7,1,0
5.9,1,0
169.1,1,0
69.4,1,0
36.5,1,0
4.3,0,1
124.6,1,0
86.9,0,1
91.7,1,0
93.9,0,1
66.6,1,0
11.2,1,0
133.8,1,0
34.1,1,0
88.6,1,0
4.6,1,0
66.8,1,0
37.2,0,1
9.4,0,1
171.5,0,1
76.1,0,1
152.3,1,0
159.5,1,0
171.4,0,1
77.4,1,0
108.4,0,1
113.5,0,1
104.8,0,1
127.5,0,1
21.6,1,0
94.8,0,1
142.8,1,0
145.3,1,0
62.0,1,0
21.9,0,1
36.9,0,1
69.1,1,0
135.9,1,0
166.6,1,0
71.7,1,0
166.1,0,1
72.7,0,1
7.2,1,0
126.4,1,0
167.4,1,0
88.7,1,0
152.1,1,0
163.8,0,1
60.6,1,0
60.0,0,1
178.3,1,0
51.4,0,1
166.6,0,1
102.4,1,0
169.4,0,1
5.4,0,1
49.0,1,0
10.6,1,0
113.1,1,0
21.4,1,0
133.3,1,0
18.7,1,0
174.6,1,0
106.6,0,1
82.5,1,0
64.9,0,1
57.4,1,0
114.1,1,0
166.0,0,1
177.1,1,0
82.3,0,1
38.9,1,0
31.6,1,0
49.0,1,0
19.4,0,1
107.3,1,0
107.1,0,1
33.9,1,0
42.1,1,0
110.5,0,1
107.6,1,0
121.4,0,1
97.6,1,0
85.8,0,1
44.9,0,1
115.1,0,1
97.1,1,0
175.2,1,0
107.2,0,1
68.2,1,0
170.2,0,1
18.2,0,1
14.8,1,0
168.2,1,0
17.3,0,1
50.0,1,0
113.3,1,0
18.5,0,1
27.7,0,1
19.8,1,0
66.0,0,1
5.5,1,0
40.3,0,1
145.9,0,1
58.0,1,0
30.1,0,1
149.3,1,0
68.0,0,1
89.0,1,0
165.9,1,0
11.2,1,0
103.3,0,1
22.6,1,0
30.4,0,1
43.4,1,0
18.5,1,0
101.5,0,1
104.1,0,1
34.2,0,1
125.5,0,1
149.2,1,0
68.5,1,0
95.1,1,0
64.9,0,1
58.1,1,0
37.0,1,0
38.0,0,1
86.8,1,0
160.5,0,1
169.8,0,1
110.1,1,0
144.8,0,1
21.9,0,1
81.8,1,0
139.6,1,0
6.5,0,1
141.6,0,1
89.4,1,0
124.0,0,1
65.1,1,0
26.6,0,1
4.3,0,1
175.8,0,1
105.9,1,0
177.1,0,1
24.1,1,0
175.5,0,1
111.9,1,0
40.5,0,1
152.8,1,0
78.9,0,1
104.1,1,0
121.6,1,0
17.6,1,0
141.4,1,0
57.1,1,0
142.2,0,1
151.7,1,0
33.6,0,1
113.4,1,0
148.2,0,1
151.9,1,0
132.9,1,0
28.0,1,0
148.5,1,0
24.2,0,1
41.3,0,1
38.4,1,0
10.6,0,1
8.9,1,0
30.8,0,1
131.2,1,0
72.9,1,0
23.2,0,1
73.7,0,1
174.3,0,1
149.4,1,0
8.6,0,1
109.8,0,1
21.3,0,1
75.1,0,1
123.4,0,1
112.2,1,0
49.8,1,0
143.9,0,1
153.8,0,1
122.6,0,1
91.7,1,0
9.2,1,0
84.8,0,1
153.7,1,0
28.6,1,0
84.5,1,0
172.4,1,0
48.7,1,0
125.2,1,0
55.0,0,1
179.4,1,0
97.5,1,0
46.2,1,0
129.8,1,0
150.9,0,1
139.4,1,0
140.6,1,0
148.9,1,0
54.2,0,1
47.2,1,0
142.9,0,1
29.8,1,0
71.6,0,1
94.1,0,1
25.5,0,1
17.2,0,1
123.8,1,0
86.6,1,0
2.9,0,1
106.6,0,1
83.9,1,0
113.9,0,1
27.5,0,1
57.9,0,1
67.3,1,0
146.4,0,1
93.5,0,1
64.3,1,0
41.4,0,1
167.3,1,0
25.9,1,0
105.0,1,0
128.6,1,0
86.6,0,1
53.5,0,1
97.3,1,0
106.7,1,0
102.4,0,1
3.3,0,1
97.0,1,0
69.1,0,1
13.5,0,1
75.8,1,0
142.7,1,0
156.7,1,0
40.1,0,1
131.8,1,0
80.0,1,0
58.8,0,1
35.5,0,1
10.5,1,0
64.9,1,0
3.3,1,0
166.6,0,1
6.2,0,1
34.5,0,1
46.0,0,1
87.8,0,1
5.2,0,1
110.6,0,1
133.1,0,1
87.4,0,1
49.5,1,0
66.3,1,0
146.7,0,1
7.2,1,0
17.1,0,1
85.0,1,0
123.3,1,0
50.5,1,0
20.1,0,1
130.2,1,0
3.0,0,1
50.7,0,1
50.8,1,0
5.7,1,0
0.9,1,0
134.1,1,0
76.3,1,0
131.6,1,0
109.0,0,1
77.9,1,0
64.6,1,0
173.0,1,0
109.5,0,1
102.1,0,1
148.6,1,0
157.4,1,0
77.5,0,1
6.4,1,0
100.6,0,1
6.5,1,0
103.8,1,0
93.3,0,1
101.5,1,0
97.3,1,0
69.2,0,1
52.8,1,0
40.1,0,1
122.4,1,0
159.8,0,1
42.9,1,0
142.0,1,0
61.6,1,0
63.8,1,0
73.0,1,0
124.7,1,0
79.6,1,0
31.6,1,0
140.3,1,0
144.3,1,0
167.6,1,0
36.3,1,0
169.3,1,0
113.9,0,1
32.8,1,0
121.0,0,1
64.3,0,1
75.5,1,0
166.7,0,1
105.8,1,0
131.2,0,1
134.8,0,1
134.5,0,1
142.5,0,1
84.4,1,0
28.9,1,0
40.5,1,0
168.9,1,0
103.6,0,1
127.2,0,1
75.5,1,0
88.3,0,1
38.0,1,0
112.6,0,1
155.6,0,1
29.7,1,0
164.5,1,0
44.2,0,1
138.1,1,0
37.1,1,0
6.1,0,1
69.9,1,0
169.7,1,0
106.0,0,1
25.9,1,0
68.6,1,0
122.3,0,1
26.4,1,0
95.9,1,0
171.2,0,1
136.0,1,0
18.3,1,0
134.4,0,1
147.2,0,1
110.6,0,1
133.4,1,0
81.8,1,0
89.8,1,0
153.2,0,1
41.6,1,0
154.6,0,1
50.7,0,1
32.4,0,1
140.8,1,0
145.3,0,1
67.0,0,1
97.9,1,0
78.1,1,0
140.6,1,0
111.0,0,1
84.8,0,1
82.7,0,1
102.0,1,0
135.0,1,0
179.0,0,1
147.7,0,1
14.8,0,1
13.3,1,0
126.5,1,0
4.4,0,1
76.0,0,1
110.1,0,1
176.9,1,0
56.1,0,1
77.4,0,1
34.4,0,1
149.7,1,0
140.2,0,1
75.2,1,0
133.0,0,1
62.9,1,0
88.6,1,0
90.0,0,1
21.7,1,0
133.4,1,0
165.1,1,0
109.5,1,0
100.9,0,1
166.6,1,0
118.0,1,0
51.6,0,1
143.9,1,0
38.3,0,1
88.4,0,1
95.6,0,1
122.1,1,0
138.3,0,1
134.7,1,0
159.5,0,1
161.8,0,1
87.9,1,0
112.9,1,0
100.3,0,1
99.8,1,0
130.2,0,1
169.4,1,0
104.4,0,1
142.7,1,0
69.6,1,0
81.9,0,1
123.9,0,1
104.6,0,1
141.7,1,0
66.2,0,1
104.6,1,0
50.7,0,1
67.0,1,0
21.9,1,0
172.6,1,0
101.0,1,0
51.5,1,0
12.0,0,1
164.5,1,0
82.7,1,0
119.1,1,0
46.5,0,1
63.4,0,1
29.6,1,0
49.7,0,1
34.1,0,1
0.6,1,0
98.8,0,1
16.6,0,1
161.4,1,0
136.1,1,0
41.0,1,0
49.9,0,1
143.5,0,1
172.3,1,0
64.2,0,1
159.8,0,1
16.0,1,0
154.0,0,1
39.2,1,0
176.5,1,0
28.1,1,0
36.4,0,1
174.4,1,0
111.0,0,1
115.6,1,0
82.8,0,1
68.4,1,0
57.3,1,0
74.9,1,0
83.9,1,0
162.2,0,1
171.0,0,1
179.5,1,0
114.4,0,1
174.4,0,1
41.3,0,1
156.4,0,1
59.8,0,1
87.9,1,0
98.5,1,0
109.0,1,0
95.4,0,1
94.3,1,0
17.1,0,1
163.8,0,1
12.8,0,1
137.2,1,0
123.1,0,1
50.9,1,0
168.7,0,1
55.1,0,1
76.6,0,1
165.5,0,1
117.4,1,0
113.8,1,0
14.2,1,0
110.2,0,1
5.0,1,0
45.2,1,0
127.0,0,1
24.1,0,1
178.8,0,1
36.5,1,0
133.3,0,1
177.6,0,1
130.9,0,1
140.4,1,0
59.5,0,1
123.6,1,0
46.2,1,0
123.7,0,1
169.4,0,1
29.9,1,0
89.9,0,1
162.9,1,0
52.9,1,0
109.2,0,1
122.5,1,0
111.2,0,1
112.0,1,0
124.8,1,0
179.8,1,0
161.1,0,1
106.7,0,1
104.8,1,0
17.3,0,1
120.9,1,0
134.5,1,0
104.0,0,1
5.0,0,1
89.7,0,1
31.9,0,1
79.7,1,0
175.8,0,1
157.0,0,1
64.2,0,1
10.1,1,0
86.6,1,0
88.9,1,0
159.5,0,1
127.2,0,1
169.9,0,1
15.8,0,1
2.1,0,1
93.7,0,1
1.2,0,1
47.4,1,0
0.7,0,1
1.6,1,0
109.4,1,0
154.8,1,0
73.7,0,1
20.4,0,1
139.6,1,0
85.0,1,0
152.6,1,0
150.2,1,0
164.3,1,0
142.0,1,0
28.4,0,1
4.9,0,1
72.6,1,0
165.6,1,0
40.6,1,0
108.5,1,0
100.5,0,1
140.8,0,1
5.3,0,1
22.1,1,0
143.5,0,1
118.7,1,0
3.6,1,0
47.2,1,0
153.1,0,1
20.5,0,1
9.7,0,1
5.3,1,0
103.9,1,0
7.7,1,0
48.1,0,1
70.6,0,1
75.6,1,0
76.5,1,0
57.4,0,1
58.8,1,0
48.9,0,1
87.4,1,0
74.6,0,1
60.3,0,1
152.1,0,1
16.1,1,0
95.7,0,1
86.9,1,0
29.6,0,1
73.2,1,0
155.2,0,1
174.7,1,0
42.1,0,1
55.6,1,0
77.4,0,1
20.6,1,0
63.3,1,0
72.9,1,0
94.3,1,0
4.4,1,0
68.6,0,1
113.9,0,1
59.4,1,0
108.2,1,0
76.5,0,1
138.7,0,1
13.4,1,0
53.4,0,1
62.0,0,1
19.2,1,0
131.3,1,0
93.4,0,1
101.8,0,1
120.7,1,0
118.5,0,1
103.3,0,1
166.7,1,0
18.2,1,0
21.2,1,0
122.2,0,1
169.2,1,0
67.7,0,1
107.1,0,1
8.9,1,0
89.3,1,0
11.0,1,0
39.7,1,0
13.9,0,1
167.0,1,0
145.7,0,1
63.4,1,0
82.7,0,1
3.8,1,0
134.6,0,1
116.7,0,1
47.4,1,0
173.8,0,1
177.2,0,1
149.3,0,1
166.4,0,1
73.1,0,1
102.5,1,0
83.0,0,1
130.0,1,0
134.0,0,1
164.9,1,0
28.1,0,1
164.0,1,0
44.4,1,0
163.9,0,1
113.2,0,1
149.5,0,1
97.6,0,1
137.6,1,0
28.0,0,1
61.7,0,1
57.3,0,1
5.1,1,0
109.5,1,0
78.6,1,0
81.7,1,0
38.7,0,1
24.6,1,0
37.6,0,1
57.3,1,0
179.6,0,1
132.8,1,0
90.8,0,1
135.7,0,1
85.9,0,1
4.3,1,0
144.3,0,1
77.6,0,1
93.0,1,0
1.4,1,0
52.8,1,0
13.0,0,1
97.7,0,1
9.5,0,1
38.2,0,1
148.4,0,1
114.1,1,0
108.0,1,0
113.5,0,1
28.0,1,0
116.5,1,0
23.2,0,1
179.5,1,0
145.8,1,0
80.3,0,1
107.3,0,1
118.3,1,0
163.2,0,1
136.3,1,0
101.3,1,0
11.5,0,1
60.4,1,0
91.0,0,1
164.2,1,0
167.4,0,1
36.0,1,0
123.6,1,0
5.3,0,1
146.9,1,0
122.1,0,1
36.3,1,0
78.0,0,1
12.4,0,1
154.5,1,0
19.6,0,1
116.2,0,1
148.9,0,1
135.1,0,1
58.9,1,0
50.0,0,1
122.3,0,1
14.1,1,0
139.0,1,0
179.1,1,0
116.2,0,1
92.5,0,1
152.5,0,1
149.8,0,1
127.3,1,0
162.7,0,1
24.5,1,0
33.8,1,0
76.2,0,1
116.9,0,1
4.7,0,1
172.5,0,1
169.1,0,1
93.1,1,0
51.8,1,0
50.1,0,1
11.9,0,1
10.9,1,0
53.7,0,1
57.7,0,1
11.4,1,0
30.1,1,0
145.1,0,1
163.3,0,1
121.7,0,1
47.9,1,0
50.5,1,0
80.3,0,1
69.3,0,1
60.9,0,1
89.3,0,1
28.4,0,1
106.4,0,1
39.5,0,1
58.0,1,0
137.0,1,0
87.6,1,0
95.4,1,0
142.3,1,0
125.3,0,1
62.8,1,0
29.6,0,1
30.3,1,0
96.5,1,0
69.7,0,1
159.9,1,0
172.3,0,1
33.4,0,1
98.1,1,0
55.5,1,0
121.0,0,1
107.5,1,0
42.1,1,0
173.1,1,0
102.8,1,0
45.7,0,1
94.6,0,1
126.0,1,0
75.1,1,0
11.1,1,0
165.0,0,1
46.9,0,1
107.4,1,0
9.1,0,1
69.3,0,1
56.3,1,0
43.9,0,1
87.2,1,0
17.0,0,1
134.1,1,0
54.7,0,1
124.3,1,0
124.3,0,1
36.3,1,0
99.2,0,1
60.9,0,1
99.8,1,0
115.4,0,1
122.3,0,1
179.8,1,0
158.7,0,1
162.3,1,0
161.9,1,0
1.4,0,1
156.5,1,0
45.0,1,0
144.5,0,1
52.9,1,0
144.5,1,0
118.5,1,0
77.1,1,0
25.9,1,0
109.2,0,1
172.5,1,0
74.2,0,1
48.3,1,0
60.3,0,1
14.5,1,0
52.8,1,0
24.3,0,1
83.7,1,0
158.1,0,1
57.8,0,1
146.8,0,1
157.2,0,1
75.6,0,1
54.4,0,1
17.5,0,1
170.9,1,0
89.2,1,0
138.3,1,0
36.5,0,1
57.1,0,1
85.9,0,1
151.6,0,1
119.4,0,1
3.7,1,0
26.4,1,0
10.5,1,0
10.1,1,0
174.4,0,1
124.3,1,0
70.6,1,0
29.5,1,0
42.3,1,0
103.3,0,1
134.6,1,0
80.3,1,0
111.2,1,0
62.0,1,0
11.8,0,1
24.1,1,0
118.6,0,1
136.4,0,1
93.3,1,0
64.6,1,0
176.5,0,1
156.9,1,0
137.0,0,1
151.6,1,0
105.2,0,1
138.7,1,0
81.8,0,1
154.5,0,1
79.6,0,1
98.0,1,0
10.0,0,1
121.3,1,0
32.4,1,0
43.4,1,0
163.4,0,1
126.3,0,1
31.6,0,1
81.4,1,0
174.8,0,1
167.7,0,1
158.8,0,1
50.9,0,1
18.6,0,1
139.0,1,0
120.5,0,1
93.7,1,0
108.5,1,0
95.4,0,1
11.3,0,1
138.8,1,0
138.2,0,1
123.4,0,1
36.7,0,1
171.7,1,0
176.3,0,1
33.9,1,0
102.4,0,1
130.5,0,1
106.4,1,0
10.3,0,1
125.3,0,1
138.4,0,1
30.2,0,1
175.2,1,0
4.0,1,0
0.7,0,1
121.1,0,1
10.4,1,0
91.2,1,0
108.4,1,0
28.3,0,1
86.8,1,0
167.0,1,0
87.4,1,0
165.7,1,0
175.4,0,1
153.5,1,0
75.2,0,1
144.3,0,1
144.4,0,1
94.3,0,1
115.9,1,0
32.1,1,0
27.1,1,0
59.0,1,0
25.2,1,0
45.7,0,1
118.3,0,1
101.0,0,1
5.6,0,1
125.2,1,0
81.1,0,1
71.0,1,0
133.7,1,0
74.2,0,1
78.4,1,0
67.4,1,0
137.0,0,1
154.1,0,1
67.5,1,0
1.4,1,0
51.9,0,1
162.3,1,0
38.5,0,1
20.9,1,0
160.2,1,0
98.4,1,0
95.1,1,0
30.7,0,1
11.8,1,0
127.9,0,1
34.0,1,0
45.4,0,1
130.3,1,0
68.4,0,1
61.6,0,1
8.4,0,1
85.0,1,0
107.4,0,1
133.2,0,1
101.7,1,0
97.1,0,1
32.2,0,1
166.5,0,1
82.2,0,1
89.4,1,0
41.2,0,1
14.1,0,1
90.2,1,0
122.7,1,0
42.1,0,1
100.9,0,1
120.4,0,1
42.4,1,0
118.5,0,1
175.0,1,0
61.2,1,0
68.3,1,0
118.0,0,1
135.8,1,0
97.1,1,0
136.1,0,1
26.0,0,1
50.0,0,1
92.3,1,0
39.4,0,1
157.0,1,0
109.5,1,0
46.3,1,0
145.8,0,1
152.8,0,1
8.5,0,1
68.3,0,1
62.0,1,0
81.6,1,0
106.6,1,0
96.7,1,0
8.5,0,1
117.6,1,0
122.1,1,0
130.3,0,1
32.7,1,0
42.3,0,1
170.6,0,1
81.6,0,1
16.1,0,1
40.5,0,1
174.7,1,0
167.8,1,0
154.8,0,1
9.5,1,0
56.6,1,0
87.2,1,0
55.7,0,1
145.0,1,0
101.5,0,1
135.2,1,0
71.5,0,1
52.2,1,0
125.3,1,0
85.8,0,1
50.4,0,1
79.5,0,1
39.8,0,1
66.3,1,0
69.5,1,0
124.8,0,1
175.9,1,0
155.8,1,0
143.2,0,1
143.1,0,1
147.5,1,0
43.4,0,1
92.5,0,1
21.1,1,0
54.6,1,0
101.0,0,1
35.3,1,0
166.7,0,1
157.3,1,0
123.6,1,0
140.2,1,0
126.2,0,1
164.0,1,0
41.1,1,0
82.8,1,0
126.5,1,0
131.3,1,0
109.0,1,0
59.9,1,0
119.4,0,1
16.5,1,0
115.7,0,1
67.0,0,1
166.6,0,1
97.5,0,1
139.3,0,1
65.3,1,0
178.7,0,1
20.1,0,1
168.1,0,1
120.7,1,0
126.5,0,1
153.7,1,0
25.9,0,1
168.8,0,1
163.5,1,0
31.1,1,0
13.5,1,0
93.8,0,1
3.6,1,0
135.7,1,0
153.8,1,0
141.9,0,1
118.1,1,0
154.1,0,1
154.1,1,0
57.1,1,0
13.5,1,0
129.9,1,0
49.5,1,0
67.1,0,1
84.1,0,1
54.5,1,0
60.7,1,0
108.6,1,0
162.6,0,1
33.2,0,1
47.7,1,0
15.1,1,0
81.2,1,0
101.3,1,0
54.1,1,0
169.8,0,1
109.8,1,0
53.3,1,0
88.8,0,1
54.1,1,0
142.3,1,0
158.1,0,1
150.6,1,0
176.4,1,0
132.7,0,1
153.6,1,0
64.4,1,0
45.3,0,1
98.7,1,0
20.5,0,1
7.0,1,0
145.2,0,1
12.9,1,0
114.6,0,1
107.5,0,1
52.9,0,1
62.4,1,0
68.5,1,0
87.3,1,0
81.2,1,0
79.8,0,1
107.6,1,0
35.1,1,0
133.0,1,0
97.6,0,1
71.2,1,0
32.9,0,1
1.4,1,0
141.4,0,1
165.2,0,1
107.0,0,1
5.2,0,1
169.9,1,0
108.7,0,1
117.9,1,0
112.8,0,1
90.6,0,1
28.0,0,1
120.7,0,1
55.6,1,0
58.2,0,1
1.2,0,1
62.0,0,1
89.0,1,0
127.1,0,1
